video_id,frame_id,timestamp_sec,ear_l,ear_r,ear_avg,det_ok,face_count,face_x,face_y,face_w,face_h,ear_smooth
WIN_20260414_20_42_23_Pro,0,0.0,0.30434782608695654,0.2838854563241673,0.2941166412055619,1,1,245,148,125,125,0.2989681680823108
WIN_20260414_20_42_23_Pro,1,0.033921079958463135,0.2916666666666667,0.3181818181818182,0.30492424242424243,1,1,245,148,125,125,0.29520889763415054
WIN_20260414_20_42_23_Pro,2,0.06784215991692627,0.2916666666666667,0.3040605745675896,0.2978636206171281,1,1,245,148,125,125,0.2984200825341979
WIN_20260414_20_42_23_Pro,3,0.1017632398753894,0.2708333333333333,0.2970288392460059,0.2839310862896696,1,1,245,148,125,125,0.3005919437811092
WIN_20260414_20_42_23_Pro,4,0.13568431983385254,0.30434782608695654,0.3181818181818182,0.31126482213438733,1,1,245,148,125,125,0.298276074114804
WIN_20260414_20_42_23_Pro,5,0.16960539979231568,0.30434782608695654,0.3056040687932808,0.3049759474401187,1,1,245,148,125,125,0.2953527651890125
WIN_20260414_20_42_23_Pro,6,0.2035264797507788,0.30434782608695654,0.2823419620984761,0.29334489409271636,1,1,245,148,125,125,0.29854678508522875
WIN_20260414_20_42_23_Pro,7,0.23744755970924195,0.2826086956521739,0.2838854563241673,0.28324707598817056,1,1,245,148,125,125,0.29424959002060064
WIN_20260414_20_42_23_Pro,8,0.2713686396677051,0.30434782608695654,0.29545454545454547,0.299901185770751,1,1,245,148,125,125,0.29455843468242754
WIN_20260414_20_42_23_Pro,9,0.30528971962616824,0.28440788517827575,0.2951498084442171,0.28977884681124644,1,1,245,148,125,125,0.2981096024588802
WIN_20260414_20_42_23_Pro,10,0.33921079958463135,0.30589277847953467,0.30714756301897195,0.3065201707492533,1,1,245,148,125,125,0.2979552530363111
WIN_20260414_20_42_23_Pro,11,0.3731318795430945,0.30434782608695654,0.3178536398630031,0.3111007329749798,1,1,245,148,125,125,0.29578133999283285
WIN_20260414_20_42_23_Pro,12,0.4070529595015576,0.2826086956521739,0.2823419620984761,0.282475328875325,1,1,245,148,125,125,0.2966942679502172
WIN_20260414_20_42_23_Pro,13,0.4409740394600208,0.2826086956521739,0.29545454545454547,0.2890316205533597,1,1,245,148,125,125,0.2957923206840321
WIN_20260414_20_42_23_Pro,14,0.4748951194184839,0.2708333333333333,0.3178536398630031,0.2943434865981682,1,1,245,148,125,125,0.2926157344975234
WIN_20260414_20_42_23_Pro,15,0.5088161993769471,0.2826086956521739,0.3214121731844815,0.3020104344183277,1,1,245,148,125,125,0.2951253113748871
WIN_20260414_20_42_23_Pro,16,0.5427372793354102,0.284153648044752,0.3062819560401212,0.29521780204243664,1,1,245,148,125,125,0.29200169007306703
WIN_20260414_20_42_23_Pro,17,0.5766583592938733,0.2826086956521739,0.3074377308721128,0.2950232132621433,1,1,245,148,125,125,0.2921087644372367
WIN_20260414_20_42_23_Pro,18,0.6105794392523365,0.2826086956521739,0.26421833243634474,0.2734135140442593,1,1,245,148,125,125,0.2906824492373744
