video_id,frame_id,timestamp_sec,ear_l,ear_r,ear_avg,det_ok,face_count,face_x,face_y,face_w,face_h,ear_smooth
22,0,0.0,0.26638449835056255,0.26711136968224297,0.26674793401640273,1,1,234,273,180,181,0.2669204892240249
22,1,0.03333333333333333,0.26638449835056255,0.26711136968224297,0.26674793401640273,1,1,234,273,180,181,0.26595051346719534
22,2,0.06666666666666667,0.26638449835056255,0.268146700927976,0.26726559963926927,1,1,234,273,180,181,0.2702602706335995
22,3,0.1,0.25793447146543713,0.268146700927976,0.26304058619670656,1,1,234,273,180,181,0.2727735685251872
22,4,0.13333333333333333,0.27382095807396656,0.3011776405244655,0.287499299299216,1,1,234,273,180,181,0.28031319917708364
22,5,0.16666666666666666,0.27396667622246174,0.28466217072622074,0.2793144234743412,1,1,234,273,180,181,0.2856399716267025
22,6,0.2,0.30771453402730486,0.3011776405244655,0.3044460872758852,1,1,234,273,180,181,0.2843352740931529
22,7,0.23333333333333334,0.3031367530485061,0.28466217072622074,0.29389946188736343,1,1,234,273,180,181,0.2803575087969128
22,8,0.26666666666666666,0.280217663425971,0.2328165336319462,0.2565170985289586,1,1,234,273,180,181,0.27983176416582584
22,9,0.3,0.26810957595378837,0.26711136968224297,0.26761047281801564,1,1,234,273,180,181,0.2732593675367214
22,10,0.3333333333333333,0.27709216982421636,0.27627923081359645,0.2766857003189064,1,1,234,273,180,181,0.26813296134791487
22,11,0.36666666666666664,0.27709216982421636,0.26607603843650995,0.27158410413036316,1,1,234,273,180,181,0.27052745989770777
22,12,0.4,0.2694234922044181,0.26711136968224297,0.2682674309433305,1,1,234,273,180,181,0.27065885152277075
22,13,0.43333333333333335,0.2694234922044181,0.26755569035142834,0.2684895912779232,1,1,234,273,180,181,0.27020136830648117
22,14,0.4666666666666667,0.2694234922044181,0.26711136968224297,0.2682674309433305,1,1,234,273,180,181,0.26943450054450135
22,15,0.5,0.2816851987926743,0.26711136968224297,0.2743982842374586,1,1,234,273,180,181,0.2661621249047222
22,16,0.5333333333333333,0.2694234922044181,0.26607603843650995,0.267749765320464,1,1,234,273,180,181,0.2661176928378036
22,17,0.5666666666666667,0.2694234922044181,0.23438761328445099,0.25190555274443455,1,1,234,273,180,181,0.26603446523773877
22,18,0.6,0.2694234922044181,0.26711136968224297,0.2682674309433305,1,1,234,273,180,181,0.2667441517436976
22,19,0.6333333333333333,0.27540147437807777,0.2603011115079348,0.26785129294300625,1,1,234,273,180,181,0.26744548308563687
22,20,0.6666666666666666,0.278543336585376,0.27735009694912893,0.27794671676725247,1,1,234,273,180,181,0.2658663127499087
22,21,0.7,0.27540147437807777,0.26711136968224297,0.27125642203016037,1,1,234,273,180,181,0.2593003008888289
22,22,0.7333333333333333,0.2540210284145948,0.233998373716993,0.2440097010657939,1,1,234,273,180,181,0.26164430194648786
22,23,0.7666666666666667,0.24383643924760137,0.22703830402826114,0.23543737163793127,1,1,234,273,180,181,0.25530477413011277
22,24,0.8,0.27540147437807777,0.28374112208452484,0.27957129823130134,1,1,234,273,180,181,0.2545469630560312
22,25,0.8333333333333334,0.2336346599038029,0.25886349546695153,0.2462490776853772,1,1,234,273,180,181,0.2571717588810819
22,26,0.8666666666666667,0.27540147437807777,0.259533258941427,0.26746736665975235,1,1,234,273,180,181,0.2625461507048642
22,27,0.9,0.24612065945411893,0.268146700927976,0.25713368019104743,1,1,234,273,180,181,0.2595275661731885
22,28,0.9333333333333333,0.26508540257225865,0.259533258941427,0.2623093307568428,1,1,234,273,180,181,0.2636963120751429
22,29,0.9666666666666667,0.2694234922044181,0.259533258941427,0.26447837557292253,1,1,234,273,180,181,0.26375279180728517
22,30,1.0,0.26810957595378837,0.26607603843650995,0.26709280719514916,1,1,234,273,180,181,0.26833026948539046
22,31,1.0333333333333334,0.2694234922044181,0.26607603843650995,0.267749765320464,1,1,234,273,180,181,0.2670182979670286
22,32,1.0666666666666667,0.2939660987266379,0.26607603843650995,0.28002106858157394,1,1,234,273,180,181,0.2668179331851811
22,33,1.1,0.24542290789355656,0.26607603843650995,0.25574947316503327,1,1,234,273,180,181,0.2665343786065913
22,34,1.1333333333333333,0.26087706489086004,0.26607603843650995,0.263476551663685,1,1,234,273,180,181,0.26208707176974033
22,35,1.1666666666666667,0.27382095807396656,0.2575291105304334,0.26567503430219996,1,1,234,273,180,181,0.25615746101203013
22,36,1.2,0.2324952775364886,0.25853118473593023,0.24551323113620943,1,1,234,273,180,181,0.25663635182097455
22,37,1.2333333333333334,0.2336346599038029,0.26711136968224297,0.25037301479302293,1,1,234,273,180,181,0.25304368771547947
22,38,1.2666666666666666,0.25675459547808394,0.259533258941427,0.25814392720975543,1,1,234,273,180,181,0.2503611460384132
22,39,1.3,0.2324952775364886,0.25853118473593023,0.24551323113620943,1,1,234,273,180,181,0.2504307468176405
22,40,1.3333333333333333,0.23593190803705877,0.2685927437966787,0.2522623259168687,1,1,234,273,180,181,0.22854020363565683
22,41,1.3666666666666667,0.26638449835056255,0.22533797171412928,0.24586123503234592,1,1,234,273,180,181,0.21557101837401996
22,42,1.4,0.13675477418737722,0.14508582357883235,0.14092029888310478,1,1,234,273,180,181,0.20020310763780644
22,43,1.4333333333333333,0.19918748752591808,0.1874085142772239,0.193298000901571,1,1,234,273,180,181,0.1804062472802004
22,44,1.4666666666666666,0.1691237975014753,0.16822355740880818,0.16867367745514172,1,1,234,273,180,181,0.17287312034624847
22,45,1.5,0.15293928584442626,0.1536167624132511,0.15327802412883867,1,1,234,273,180,181,0.1876728564086956
22,46,1.5333333333333334,0.22160924738319923,0.194781953341973,0.2081956003625861,1,1,234,273,180,181,0.1986037903071845
22,47,1.5666666666666667,0.2119129529768179,0.21792500541386314,0.21491897919534053,1,1,234,273,180,181,0.21586545387093858
22,48,1.6,0.2694234922044181,0.22648184858361273,0.24795267039401542,1,1,234,273,180,181,0.237905109318656
22,49,1.6333333333333333,0.26638449835056255,0.2435794921972616,0.2549819952739121,1,1,234,273,180,181,0.24714800061397285
22,50,1.6666666666666667,0.2694234922044181,0.2575291105304334,0.2634763013674257,1,1,234,273,180,181,0.25135680370608615
22,51,1.7,0.26638449835056255,0.24243561532777813,0.25441005683917034,1,1,234,273,180,181,0.25199733022859716
22,52,1.7333333333333334,0.24430026385871764,0.2276257254530962,0.23596299465590692,1,1,234,273,180,181,0.24638645877648563
22,53,1.7666666666666666,0.26087706489086004,0.24143354112228135,0.2511553030065707,1,1,234,273,180,181,0.24203192362897288
22,54,1.8,0.2285173043125797,0.22533797171412928,0.22692763801335447,1,1,234,273,180,181,0.24404558737572332
