video_id,frame_id,timestamp_sec,ear_avg,ear_smooth,det_ok
11,0,0.0,0.3272301400804304,0.33668360308273315,1
11,1,0.03333333333333333,0.3272301400804304,0.3475740795189539,1
11,2,0.06666666666666667,0.3555905290873387,0.3509245668724395,1
11,3,0.1,0.3802455088276161,0.35687855734711704,1
11,4,0.13333333333333333,0.3643265162863819,0.36428605686389304,1
11,5,0.16666666666666666,0.35700009245381825,0.366170697476599,1
11,6,0.2,0.3642676376643102,0.36162586467893865,1
11,7,0.23333333333333334,0.3650137321508688,0.36126513051116965,1
11,8,0.26666666666666666,0.357521344839314,0.36263969786000483,1
11,9,0.3,0.362522845447537,0.3600206492148699,1
11,10,0.3333333333333333,0.363872929197994,0.36026935989926645,1
11,11,0.36666666666666664,0.35117239443863574,0.3611899535114972,1
11,12,0.4,0.3662572855728515,0.36117324006379087,1
11,13,0.43333333333333335,0.3621243129004678,0.3597706826193794,1
11,14,0.4666666666666667,0.3624392782090051,0.3619777508434171,1
11,15,0.5,0.35686014197593674,0.3600983221240342,1
11,16,0.5333333333333333,0.3622077355588244,0.35354023783532973,1
11,17,0.5666666666666667,0.35686014197593674,0.34962986310860594,1
11,18,0.6,0.3293338914569457,0.34264992540271955,1
11,19,0.6333333333333333,0.34288740457538613,0.33838159373885973,1
11,20,0.6666666666666666,0.3219604534465048,0.33945111245543724,1
11,21,0.7,0.34086607723952517,0.34251416287684444,1
11,22,0.7333333333333333,0.3622077355588244,0.3447031906313569,1
11,23,0.7666666666666667,0.3446491435639816,0.351491878859369,1
11,24,0.8,0.35383254334794856,0.3498138117134818,1
11,25,0.8333333333333334,0.3559038945865653,0.3500067492339961,1
11,26,0.8666666666666667,0.3324757415100892,0.3489957526484051,1
11,27,0.9,0.36317242316139575,0.3491556395754287,1
11,28,0.9333333333333333,0.33959416063602665,0.34453577880543373,1
11,29,0.9666666666666667,0.35463197798306684,0.35067511513569505,1
11,30,1.0,0.33280459073659036,0.345692901041167,1
11,31,1.0333333333333334,0.36317242316139575,0.34706452173949626,1
11,32,1.0666666666666667,0.33826135268875546,0.34467309861627954,1
11,33,1.1,0.3464522641276731,0.34954203518791294,1
11,34,1.1333333333333333,0.3426748623669833,0.34642181715213594,1
11,35,1.1666666666666667,0.357149273594757,0.3481069606135418,1
11,36,1.2,0.34757133298251064,0.34554749658089606,1
11,37,1.2333333333333334,0.34668706999578497,0.34577641475993237,1
11,38,1.2666666666666666,0.3336549439644444,0.3456059943654283,1
11,39,1.3,0.3438194532621651,0.3426526459162443,1
11,40,1.3333333333333333,0.35629717162223645,0.34286393225668715,1
11,41,1.3666666666666667,0.33280459073659036,0.34361331166833575,1
