video_id,frame_id,timestamp_sec,ear_avg,ear_smooth,det_ok
WIN_20260414_20_42_23_Pro,0,0.0,0.2941166412055619,0.2989681680823108,1
WIN_20260414_20_42_23_Pro,1,0.033921079958463135,0.30492424242424243,0.29520889763415054,1
WIN_20260414_20_42_23_Pro,2,0.06784215991692627,0.2978636206171281,0.2984200825341979,1
WIN_20260414_20_42_23_Pro,3,0.1017632398753894,0.2839310862896696,0.3005919437811092,1
WIN_20260414_20_42_23_Pro,4,0.13568431983385254,0.31126482213438733,0.298276074114804,1
WIN_20260414_20_42_23_Pro,5,0.16960539979231568,0.3049759474401187,0.2953527651890125,1
WIN_20260414_20_42_23_Pro,6,0.2035264797507788,0.29334489409271636,0.29854678508522875,1
WIN_20260414_20_42_23_Pro,7,0.23744755970924195,0.28324707598817056,0.29424959002060064,1
WIN_20260414_20_42_23_Pro,8,0.2713686396677051,0.299901185770751,0.29455843468242754,1
WIN_20260414_20_42_23_Pro,9,0.30528971962616824,0.28977884681124644,0.2981096024588802,1
WIN_20260414_20_42_23_Pro,10,0.33921079958463135,0.3065201707492533,0.2979552530363111,1
WIN_20260414_20_42_23_Pro,11,0.3731318795430945,0.3111007329749798,0.29578133999283285,1
WIN_20260414_20_42_23_Pro,12,0.4070529595015576,0.282475328875325,0.2966942679502172,1
WIN_20260414_20_42_23_Pro,13,0.4409740394600208,0.2890316205533597,0.2957923206840321,1
WIN_20260414_20_42_23_Pro,14,0.4748951194184839,0.2943434865981682,0.2926157344975234,1
WIN_20260414_20_42_23_Pro,15,0.5088161993769471,0.3020104344183277,0.2951253113748871,1
WIN_20260414_20_42_23_Pro,16,0.5427372793354102,0.29521780204243664,0.29200169007306703,1
WIN_20260414_20_42_23_Pro,17,0.5766583592938733,0.2950232132621433,0.2921087644372367,1
WIN_20260414_20_42_23_Pro,18,0.6105794392523365,0.2734135140442593,0.2906824492373744,1
WIN_20260414_20_42_23_Pro,19,0.6445005192107996,0.2948788584190164,0.2894147392385262,1
WIN_20260414_20_42_23_Pro,20,0.6784215991692627,0.2948788584190164,0.28698493134310976,1
WIN_20260414_20_42_23_Pro,21,0.7123426791277259,0.28887925204819553,0.29243989506755413,1
WIN_20260414_20_42_23_Pro,22,0.746263759086189,0.2828741737850612,0.28796707705225366,1
WIN_20260414_20_42_23_Pro,23,0.7801848390446522,0.3006883326664812,0.2847811458147901,1
WIN_20260414_20_42_23_Pro,24,0.8141059190031152,0.27251476834251376,0.2836280372474153,1
WIN_20260414_20_42_23_Pro,25,0.8480269989615784,0.2789492022316986,0.2838823668283863,1
WIN_20260414_20_42_23_Pro,26,0.8819480789200416,0.28311370921132173,0.2805217915599235,1
WIN_20260414_20_42_23_Pro,27,0.9158691588785047,0.2841458216899161,0.28269365280683484,1
WIN_20260414_20_42_23_Pro,28,0.9497902388369678,0.2838854563241673,0.2871113970699001,1
WIN_20260414_20_42_23_Pro,29,0.983711318795431,0.28337407457707053,0.2906695665816709,1
WIN_20260414_20_42_23_Pro,30,1.0176323987538942,0.3010379235470248,0.29498994115428057,1
WIN_20260414_20_42_23_Pro,31,1.0515534787123573,0.3009045567701759,0.29860791426223726,1
WIN_20260414_20_42_23_Pro,32,1.0854745586708203,0.30574769455296424,0.3021920696828326,1
WIN_20260414_20_42_23_Pro,33,1.1193956386292836,0.30197532186395093,0.3028540501908189,1
WIN_20260414_20_42_23_Pro,34,1.1533167185877466,0.301294851680047,0.30489328543177974,1
WIN_20260414_20_42_23_Pro,35,1.1872377985462097,0.30434782608695654,0.30039316171882097,1
WIN_20260414_20_42_23_Pro,36,1.221158878504673,0.3111007329749798,0.29312028622155756,1
WIN_20260414_20_42_23_Pro,37,1.255079958463136,0.28324707598817056,0.29035070667564045,1
WIN_20260414_20_42_23_Pro,38,1.2890010384215993,0.26561094437763394,0.2890538655816748,1
WIN_20260414_20_42_23_Pro,39,1.3229221183800624,0.2874469539504615,0.28565704722779117,1
WIN_20260414_20_42_23_Pro,40,1.3568431983385254,0.2978636206171281,0.28981974694367507,1
WIN_20260414_20_42_23_Pro,41,1.3907642782969887,0.2941166412055619,0.2963929262429334,1
WIN_20260414_20_42_23_Pro,42,1.4246853582554517,0.3040605745675896,0.29971565036635905,1
WIN_20260414_20_42_23_Pro,43,1.458606438213915,0.29847684087392584,0.2998447142588974,1
