frame,time_sec,face_x,face_y,face_w,face_h,ear_right,ear_left,ear_avg,blink,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56,x57,y57,x58,y58,x59,y59,x60,y60,x61,y61,x62,y62,x63,y63,x64,y64,x65,y65,x66,y66,x67,y67
284,9.5062,214,157,190,182,0.360219,0.374068,0.367144,0,241.412,206.707,242.228,224.739,245.076,243.309,248.749,260.652,255.961,277.045,266.164,291.130,278.113,303.243,292.472,311.873,308.981,313.906,325.503,311.206,340.108,302.178,352.053,290.518,361.615,276.751,368.805,261.021,372.509,243.619,375.556,224.992,377.613,205.959,250.917,192.967,260.104,185.131,272.481,183.321,285.172,184.456,296.845,188.814,320.563,188.314,331.902,183.940,343.833,183.281,355.557,185.491,364.963,192.231,307.917,202.322,308.013,213.186,308.185,223.985,308.342,235.423,295.275,246.583,301.997,248.165,308.653,249.171,315.652,248.036,322.452,246.258,263.682,204.088,271.919,198.928,281.870,199.494,289.470,207.078,281.161,208.581,270.993,208.471,327.072,207.047,334.595,199.358,344.289,198.952,351.807,204.227,345.042,208.366,335.392,208.505,284.500,273.128,293.649,266.672,302.917,262.357,309.287,263.812,316.422,262.107,326.033,265.878,335.205,272.037,326.604,279.750,317.483,282.659,309.783,283.283,303.040,283.163,293.908,280.603,288.655,272.865,302.824,270.101,309.270,270.324,316.727,269.658,330.983,272.129,317.023,273.143,309.531,273.919,302.970,273.478
285,9.5396,212,147,192,191,0.303051,0.310197,0.306624,0,240.194,203.198,239.085,221.527,240.417,239.803,244.313,257.669,252.875,274.092,264.209,287.498,277.393,299.124,292.740,308.897,310.428,311.041,327.770,308.305,342.886,299.567,356.223,286.905,366.905,271.490,373.584,253.548,376.461,234.664,377.508,215.179,376.824,196.125,250.829,187.301,260.023,179.718,272.330,178.504,284.478,179.489,296.042,182.894,318.144,181.566,330.112,177.301,341.965,174.898,354.540,175.318,365.014,181.754,307.815,199.842,307.988,210.214,308.178,220.457,308.369,231.326,294.367,246.060,301.690,246.929,309.061,247.978,316.573,246.383,324.109,244.917,263.084,201.579,271.243,197.368,280.540,197.647,287.672,204.010,280.098,204.983,270.947,204.988,328.995,202.234,335.515,195.002,344.796,194.554,352.901,198.188,345.802,201.773,336.843,202.640,285.452,272.328,294.207,265.514,303.419,260.946,309.907,262.716,316.570,260.716,326.398,264.890,336.298,270.851,327.087,280.210,317.925,284.117,310.508,284.869,303.154,284.578,294.334,281.074,290.194,272.100,303.468,270.869,310.123,271.011,316.950,270.376,331.361,271.130,317.222,272.116,310.110,272.919,303.193,272.200
286,9.5731,213,150,190,189,0.301972,0.312477,0.307224,0,240.408,200.042,240.719,220.255,243.185,240.164,246.976,258.944,255.111,275.482,266.201,290.445,278.785,302.424,293.256,310.764,309.860,312.671,326.543,309.590,341.357,300.484,353.646,287.709,363.542,272.190,370.178,255.137,373.478,237.079,375.954,216.989,376.531,196.991,247.853,187.411,258.066,179.628,271.203,178.670,283.751,181.048,295.950,185.607,320.515,185.393,331.487,180.360,342.737,177.658,354.872,177.895,364.960,184.302,307.792,200.258,308.178,212.203,308.573,224.184,308.940,236.772,295.943,247.240,302.722,247.993,309.752,248.818,316.667,247.455,323.502,245.821,262.386,201.008,270.689,197.000,280.117,197.439,287.511,203.973,279.194,204.951,269.857,204.665,328.686,203.004,335.566,196.237,344.969,195.255,352.954,198.627,345.958,202.979,336.748,203.769,284.827,272.622,292.899,266.438,302.686,261.728,309.875,263.223,316.628,261.085,326.299,264.836,335.194,271.014,327.623,279.578,318.668,283.253,311.164,284.011,303.326,283.886,293.439,280.537,288.799,272.327,302.692,270.197,309.971,270.383,317.104,269.714,331.083,271.387,317.945,272.583,310.654,273.383,303.146,272.904
287,9.6066,211,155,192,184,0.326544,0.349358,0.337951,0,238.041,203.690,238.723,223.231,240.968,242.440,244.854,260.527,252.839,277.094,263.901,291.164,277.433,302.383,292.505,311.281,308.902,313.356,325.270,310.465,340.231,301.325,352.505,289.813,362.356,275.732,369.239,259.241,372.638,240.677,375.261,220.642,376.377,200.747,248.766,190.423,259.155,183.273,272.246,182.191,285.129,184.020,296.992,188.331,320.471,187.423,331.814,183.130,343.541,181.365,355.845,182.009,366.293,188.477,307.547,202.033,307.944,213.038,308.447,224.150,308.950,235.987,295.306,246.776,302.306,248.090,309.274,249.103,316.267,247.609,323.079,245.853,262.139,202.869,270.750,198.692,280.454,199.203,287.987,206.032,279.425,207.464,269.727,207.314,327.599,205.918,335.241,198.575,344.613,197.865,352.460,202.132,345.493,206.770,336.007,207.164,283.688,273.379,293.351,266.910,302.518,262.201,309.447,263.801,316.481,261.817,326.269,265.772,334.981,272.044,326.783,279.462,317.350,282.828,309.681,283.359,302.272,283.173,293.333,280.822,287.998,273.103,302.354,271.346,309.456,271.599,316.761,270.966,331.030,271.946,316.931,272.339,309.589,272.954,302.319,272.689
288,9.6400,210,148,193,191,0.331154,0.327990,0.329572,0,239.539,204.223,237.919,222.634,239.339,240.541,243.660,258.103,252.213,274.445,264.247,288.740,278.106,300.682,293.627,310.583,311.372,312.342,328.602,309.106,342.773,299.694,355.497,286.944,365.326,271.905,371.978,254.396,374.827,236.040,376.546,217.112,375.881,198.362,250.157,187.786,259.600,180.500,272.153,179.593,284.321,180.544,295.824,184.059,317.640,181.852,329.947,177.347,342.341,175.280,354.975,176.293,365.293,183.291,307.457,200.628,307.553,211.145,307.682,221.557,307.798,232.558,294.258,246.730,301.512,247.856,308.898,248.914,316.325,247.289,323.633,245.635,262.890,202.121,271.124,197.686,280.581,197.770,287.510,204.469,279.977,205.887,270.612,205.910,328.439,202.514,335.352,195.123,344.732,194.708,352.319,198.533,345.907,202.355,336.589,203.172,285.531,272.984,294.137,266.203,303.237,261.738,309.817,263.541,316.404,261.366,326.282,265.463,335.514,271.649,327.002,280.567,317.992,284.416,310.487,284.929,303.194,284.532,294.303,281.044,289.885,272.695,303.346,271.494,310.075,271.786,316.888,270.988,330.933,271.619,316.928,272.340,309.932,273.051,302.954,272.335
289,9.6735,214,151,190,190,0.326729,0.318976,0.322853,0,241.203,203.314,242.324,223.023,245.182,241.746,248.413,259.794,255.884,276.686,266.732,291.342,279.288,303.283,294.006,312.152,310.987,314.098,327.695,311.190,342.616,302.447,354.688,290.433,364.196,275.699,370.624,258.789,373.637,240.562,376.434,220.426,377.461,200.304,248.583,188.725,258.410,181.000,271.451,180.113,284.044,181.745,296.033,186.099,320.060,185.392,331.466,180.682,343.025,178.646,355.663,178.883,366.348,184.792,307.636,200.638,308.006,212.277,308.377,224.004,308.723,236.105,295.818,247.274,302.570,248.329,309.385,249.156,316.498,247.636,323.619,246.005,262.985,202.024,271.208,197.546,280.707,198.111,288.027,205.079,279.763,206.128,270.368,205.918,328.521,204.184,335.539,196.937,345.210,196.007,353.250,199.896,346.189,204.024,336.658,204.792,285.155,273.886,293.815,267.282,303.397,262.820,310.725,264.264,318.104,262.099,328.266,265.797,337.655,271.912,329.381,280.287,319.730,284.446,311.615,285.236,303.819,285.099,294.023,281.832,289.491,273.668,303.354,271.128,310.799,271.236,318.591,270.413,333.776,272.044,319.201,273.847,311.304,274.604,303.660,274.217
290,9.7070,214,159,189,179,0.353146,0.358559,0.355853,0,241.550,207.522,242.709,226.106,245.924,244.591,249.043,262.002,255.638,278.435,266.102,292.055,278.894,302.952,293.403,311.512,309.303,313.854,325.023,311.069,339.141,303.055,350.986,291.889,360.973,277.974,367.555,261.764,371.134,243.555,374.327,223.655,376.143,204.052,250.856,194.185,259.978,186.018,272.380,184.203,284.778,185.591,296.313,189.933,320.086,190.086,331.400,185.614,342.816,184.166,354.893,185.681,364.796,192.386,307.480,203.630,307.607,214.315,307.822,225.008,308.126,236.489,295.805,248.878,302.325,249.664,308.648,250.252,315.174,249.322,321.872,248.268,263.461,204.546,271.680,199.660,281.540,200.268,289.028,208.000,280.531,209.111,270.478,208.904,326.979,208.212,334.483,200.398,344.083,199.947,351.684,204.910,344.993,208.958,335.149,209.191,285.014,273.993,294.160,267.699,303.340,263.530,309.661,265.030,316.556,263.341,325.793,267.114,334.711,273.206,326.699,281.060,317.701,284.614,310.118,284.989,303.098,284.742,294.191,281.887,289.197,273.930,303.097,272.306,309.673,272.494,316.882,272.027,330.660,273.270,317.234,274.288,310.014,274.799,303.199,274.345
291,9.7405,212,149,191,191,0.332897,0.334614,0.333755,0,241.047,203.406,239.600,221.430,240.877,239.967,244.837,258.040,253.246,274.830,264.755,289.126,277.897,301.258,293.054,311.429,310.071,313.652,326.737,310.446,340.911,301.219,354.012,288.672,364.790,273.270,372.107,255.590,375.266,236.805,376.745,217.177,375.748,198.252,250.704,189.153,260.044,181.492,272.664,180.180,285.111,181.775,297.130,185.472,316.784,184.146,328.656,179.594,340.763,176.950,353.425,177.262,364.190,183.432,307.590,202.274,307.742,212.795,307.862,223.472,308.007,234.684,294.221,248.689,301.523,249.721,308.893,250.747,316.477,248.985,324.112,247.284,263.466,202.801,271.297,198.424,280.555,198.663,287.508,205.381,280.021,206.640,270.831,206.515,328.503,203.554,334.646,196.046,344.031,195.490,352.061,199.233,345.186,203.183,336.004,204.183,284.276,274.673,293.110,268.361,302.798,264.156,309.547,265.911,316.375,263.770,326.471,267.108,336.637,272.491,327.262,282.723,317.815,287.237,310.209,288.007,302.793,287.879,293.248,283.816,288.818,274.504,302.906,273.368,309.739,273.658,316.732,272.706,332.010,272.945,316.946,275.005,309.823,275.997,302.764,275.498
292,9.7739,213,155,192,185,0.330369,0.334342,0.332356,0,240.958,199.880,242.107,220.134,245.034,240.210,248.967,258.758,256.816,275.541,267.388,290.678,279.189,303.210,293.072,312.607,309.021,314.958,325.089,311.721,339.670,301.872,351.908,289.023,362.783,274.306,370.633,257.588,374.795,239.071,377.864,218.410,378.812,197.931,248.829,190.426,259.142,183.814,272.268,183.792,284.652,186.011,297.063,190.523,321.053,190.681,332.046,185.822,343.325,182.837,355.962,181.881,367.469,187.098,307.959,203.224,308.162,216.277,308.406,229.482,308.578,243.235,296.078,250.706,302.669,252.047,309.522,253.423,316.670,251.710,323.568,249.468,263.461,202.768,271.371,198.823,281.133,199.316,288.637,206.409,280.117,207.677,270.495,207.163,328.624,205.338,335.267,197.908,344.987,196.935,353.551,200.295,346.096,205.367,336.614,206.302,285.454,275.137,293.917,269.601,303.434,265.020,310.333,266.769,316.778,264.611,326.102,268.012,334.966,273.141,326.660,282.502,317.756,285.985,310.396,286.661,303.028,286.565,293.688,283.562,289.764,274.922,303.289,273.075,310.342,273.449,317.184,272.716,331.026,273.489,317.201,275.342,310.150,276.239,302.945,275.797
293,9.8074,213,162,190,178,0.355637,0.368469,0.362053,0,240.000,208.718,240.967,227.124,243.529,245.724,247.013,263.215,254.097,279.490,265.062,293.081,278.114,304.773,292.594,313.198,308.342,315.374,324.108,312.677,338.698,303.781,350.749,292.383,360.698,279.063,368.263,263.228,371.528,245.490,374.418,226.215,376.316,207.212,251.095,198.537,259.492,189.327,272.704,187.230,286.028,188.876,298.368,193.338,319.093,193.325,331.485,189.453,343.440,188.613,355.443,190.662,364.336,198.572,307.688,206.344,307.725,216.567,307.812,226.765,307.954,237.989,295.078,250.029,301.869,251.118,308.460,251.654,315.164,250.712,322.067,249.508,264.336,207.063,272.694,202.464,282.670,203.026,289.947,210.530,281.573,211.952,271.454,211.772,326.403,211.108,333.696,203.868,343.101,203.455,350.155,208.333,343.834,212.434,334.350,212.458,284.420,276.317,293.653,270.232,303.065,265.988,309.615,267.432,316.732,265.698,326.153,269.333,334.562,275.281,326.764,282.653,317.559,285.976,310.018,286.647,302.940,286.623,293.539,284.022,288.571,276.075,302.757,273.343,309.373,273.494,316.768,272.889,330.604,275.077,317.354,276.182,309.882,276.852,303.010,276.567
294,9.8409,208,151,196,191,0.329530,0.333970,0.331750,0,237.086,204.665,236.360,224.274,238.513,243.532,243.296,261.986,252.766,278.613,265.292,292.451,279.242,303.877,294.245,313.342,310.634,315.125,326.332,312.323,340.587,303.468,354.148,290.908,364.958,275.582,372.054,257.834,374.946,239.107,376.483,218.923,375.151,199.797,249.877,190.066,259.546,182.535,272.560,181.536,284.905,182.886,296.958,186.706,318.010,185.833,329.393,180.571,341.264,178.025,353.808,178.305,364.473,184.946,307.426,203.424,307.720,214.092,307.990,224.643,308.465,235.830,294.574,250.163,301.785,250.968,309.267,251.854,316.430,250.152,323.776,248.694,262.616,204.796,270.630,200.249,279.987,200.309,286.951,207.024,279.445,208.361,270.262,208.275,328.276,204.954,334.814,197.434,344.109,196.621,351.994,200.686,345.371,204.472,336.186,205.463,285.217,276.092,294.053,269.885,303.233,265.723,309.809,267.442,315.942,265.249,325.650,268.680,335.020,274.352,326.602,284.004,317.837,288.341,310.992,289.027,303.802,288.964,294.430,285.556,289.455,276.102,303.448,274.927,309.986,275.192,316.370,274.257,330.673,274.743,316.908,276.395,310.371,277.341,303.594,276.436
295,9.8744,213,157,191,184,0.338578,0.347837,0.343208,0,240.592,204.759,241.057,224.646,244.199,243.578,247.859,261.250,254.850,278.156,265.739,293.334,278.811,304.918,293.917,313.287,309.864,315.286,325.832,312.356,340.538,303.881,352.653,291.742,362.551,277.039,369.257,260.430,372.933,242.099,375.953,222.204,377.160,202.398,249.356,191.411,259.901,184.720,272.715,184.412,285.228,186.300,297.299,190.612,320.707,190.543,331.844,186.456,342.928,184.271,355.062,183.792,366.026,189.090,308.509,204.636,308.788,216.379,309.096,228.085,309.377,240.410,296.493,250.570,302.867,251.658,309.475,252.518,316.172,251.295,322.814,249.727,263.715,204.745,271.405,200.166,280.944,200.843,288.206,208.226,279.836,208.989,270.466,208.644,328.725,207.691,335.616,199.987,345.049,199.127,352.851,203.032,346.200,207.616,336.886,208.420,285.998,276.781,294.471,270.449,303.732,266.045,310.434,267.568,316.681,265.479,326.694,268.946,335.363,274.790,327.448,283.754,318.272,287.406,311.181,287.986,304.073,287.869,294.702,284.677,289.741,276.408,303.773,273.610,310.517,273.948,317.150,273.110,331.637,274.908,317.628,276.832,310.815,277.603,303.900,277.134
296,9.9078,210,165,192,176,0.369745,0.382092,0.375919,0,237.100,208.667,238.461,227.323,241.197,246.135,244.961,263.576,253.014,279.974,264.816,293.895,278.010,305.376,292.648,314.280,308.420,316.434,324.300,313.722,338.505,303.689,349.854,291.720,360.158,278.115,367.580,262.750,371.074,245.296,373.609,226.249,375.353,207.066,250.966,199.766,260.296,191.745,273.156,190.022,285.866,191.458,298.091,195.525,320.030,196.017,331.467,192.589,342.714,191.742,354.271,193.439,363.500,200.160,307.733,208.674,308.165,219.329,308.752,229.984,309.253,241.430,296.633,251.548,302.908,252.531,309.309,253.233,315.730,252.420,322.447,251.267,264.477,208.647,272.463,204.115,282.318,204.597,289.429,212.194,281.036,213.733,271.180,213.438,326.814,212.509,333.496,205.558,342.727,204.905,349.722,209.828,343.373,213.989,334.060,214.057,284.712,276.542,293.892,270.435,303.700,266.161,310.435,267.646,317.191,265.894,326.477,269.747,334.323,275.903,327.004,283.392,317.988,286.908,310.548,287.409,303.355,287.157,293.877,284.004,288.772,276.069,303.414,273.175,310.239,273.521,317.355,273.043,330.846,275.558,317.606,277.129,310.463,277.818,303.419,277.247
297,9.9413,205,151,203,192,0.339585,0.332280,0.335932,0,235.619,208.744,234.358,227.556,236.225,246.109,241.053,263.825,250.344,279.972,263.081,293.459,277.852,304.600,293.881,314.429,310.482,316.493,326.499,314.126,341.129,305.454,355.110,293.589,367.052,278.766,374.744,261.489,378.164,242.724,379.505,222.772,378.166,203.574,250.399,189.770,260.579,182.690,273.470,182.127,285.704,183.276,297.197,187.213,318.591,185.662,330.095,180.850,342.279,178.606,354.570,179.121,365.665,184.681,308.241,204.010,308.490,214.956,308.715,225.790,308.985,237.136,294.558,251.147,301.895,252.216,309.481,253.263,316.877,251.775,324.557,250.073,262.807,205.385,271.061,200.852,280.496,200.720,287.185,207.583,279.868,209.066,270.729,209.099,329.006,205.814,335.660,198.331,345.064,197.761,352.977,201.836,346.103,205.626,336.800,206.466,285.368,277.183,294.524,270.344,303.713,266.373,310.073,268.362,316.677,266.209,326.764,270.007,336.398,275.984,327.435,285.018,318.001,289.169,310.709,289.880,303.727,289.695,294.456,286.237,289.991,277.082,303.716,276.342,310.203,276.744,316.950,275.953,331.963,276.121,317.248,276.437,310.318,277.199,303.741,276.717
298,9.9748,212,158,192,186,0.327525,0.328394,0.327960,0,239.187,207.509,239.762,227.523,242.635,247.012,246.784,265.215,253.902,282.201,264.836,297.490,278.565,308.741,294.090,316.420,310.551,318.237,327.341,315.821,342.295,307.268,354.156,295.529,363.936,280.781,370.381,263.845,373.947,245.250,376.578,225.498,377.129,205.495,248.366,192.548,258.821,185.245,271.975,184.376,284.878,186.609,296.983,191.327,321.450,192.204,332.741,187.209,344.358,184.794,356.861,184.936,367.469,191.496,308.815,205.678,309.221,217.610,309.751,229.517,310.299,242.075,296.142,252.059,303.011,253.642,310.189,254.844,317.509,253.335,324.462,251.570,263.381,206.318,270.986,201.383,280.564,201.934,288.039,209.205,279.646,209.857,270.168,209.629,328.988,208.711,336.592,201.276,346.099,200.537,353.718,204.747,346.979,208.787,337.442,209.385,285.032,277.232,293.943,271.295,303.208,267.330,310.517,269.134,317.699,266.883,327.341,270.428,335.537,276.235,327.726,283.778,318.552,286.944,310.714,287.408,303.075,287.209,293.981,284.401,288.840,276.981,303.110,275.527,310.552,275.981,318.065,275.299,331.625,276.283,318.131,276.341,310.607,277.061,303.032,276.723
299,10.0082,210,164,192,177,0.345059,0.366132,0.355596,0,237.768,212.159,238.689,230.797,240.944,249.181,244.094,266.544,251.034,282.262,261.905,295.553,276.207,305.382,291.067,313.710,305.543,316.686,320.710,315.306,335.598,308.313,348.788,298.475,359.080,285.689,366.616,270.534,370.440,253.119,373.453,234.353,375.864,215.599,251.846,200.016,261.206,191.306,274.509,189.566,287.845,192.074,299.945,196.659,319.398,197.721,331.870,194.425,344.385,193.490,356.578,196.834,365.117,205.239,308.581,210.696,308.620,219.955,308.799,229.159,308.966,239.333,295.309,251.304,301.884,252.782,308.346,253.525,314.914,253.054,321.254,252.036,264.926,209.940,273.089,205.324,282.854,206.030,290.030,213.807,281.706,214.638,271.972,214.098,326.366,215.653,334.040,208.727,343.220,208.765,349.937,214.246,343.360,217.641,334.089,217.142,284.165,278.050,293.881,271.568,302.810,267.333,308.572,268.798,314.862,267.290,324.192,271.769,331.138,279.385,323.909,284.897,314.881,287.249,308.234,287.304,302.103,287.067,293.588,284.729,288.348,277.758,302.253,274.601,308.284,274.849,314.688,274.774,327.542,278.686,314.885,278.303,308.390,278.443,302.306,278.040
300,10.0417,211,152,193,192,0.333175,0.338356,0.335765,0,239.251,207.307,238.641,225.780,240.626,244.146,244.928,261.851,253.628,278.536,265.785,292.879,279.698,305.347,294.990,315.476,311.580,317.469,328.312,314.380,343.189,305.075,356.484,292.026,366.988,276.267,373.746,258.427,376.468,239.793,377.774,220.272,377.395,200.546,251.294,193.850,260.018,185.323,273.018,183.521,285.677,184.508,298.393,187.958,317.859,186.896,330.100,182.208,342.481,179.984,355.306,180.599,365.669,187.365,308.642,204.901,308.959,215.991,309.234,227.104,309.490,238.801,295.103,251.797,302.594,253.214,310.227,254.477,317.557,252.584,325.183,250.847,263.808,206.443,271.803,201.973,281.095,202.063,287.764,208.434,280.697,209.943,271.480,210.095,329.770,206.266,336.008,199.015,345.429,198.433,353.046,202.192,346.567,206.193,337.262,207.066,285.771,277.937,294.573,271.940,304.026,267.816,310.640,269.609,317.261,267.485,326.777,271.022,336.468,276.491,327.338,285.039,318.581,289.227,311.230,290.038,303.921,289.724,294.597,286.202,290.445,277.773,304.142,277.218,310.829,277.358,317.675,276.578,331.909,276.786,317.768,277.491,310.745,278.495,303.922,277.852
301,10.0752,214,158,190,186,0.320771,0.332678,0.326724,0,241.491,205.786,241.935,226.378,244.442,246.286,247.846,264.937,254.944,282.104,265.932,296.947,279.388,308.189,293.993,316.583,309.517,318.819,325.165,316.552,339.873,307.801,352.568,296.111,362.694,281.200,369.829,263.836,373.742,245.524,376.475,225.391,377.300,205.692,251.558,190.500,262.112,184.352,274.400,184.126,286.012,186.633,296.714,191.676,322.509,192.341,333.766,187.661,344.845,185.254,357.010,184.887,367.551,191.048,309.375,206.552,309.677,219.082,310.010,231.460,310.261,244.508,296.763,254.501,303.276,256.206,309.940,257.507,316.932,256.152,323.549,254.302,264.815,206.981,272.340,202.301,281.834,202.998,289.555,210.098,281.109,210.741,271.651,210.493,328.809,210.156,336.572,202.689,346.091,201.978,353.706,206.189,346.947,210.390,337.341,210.973,285.335,277.009,294.947,272.314,304.417,268.420,310.353,269.870,316.535,267.999,326.064,271.899,335.147,276.853,326.200,285.462,317.033,288.318,310.203,288.776,303.669,288.557,294.602,284.975,289.589,277.503,304.053,276.836,310.157,277.011,316.638,276.480,330.917,277.414,316.777,277.557,310.162,277.918,303.924,277.537
302,10.1087,207,165,197,178,0.368179,0.376406,0.372292,0,235.096,212.276,235.731,230.734,238.297,249.860,242.269,267.797,250.011,284.002,261.212,297.687,275.721,308.157,291.500,316.429,306.396,318.924,321.229,317.243,335.728,309.916,348.358,300.113,359.064,287.045,366.973,271.818,371.593,253.967,374.863,234.312,376.617,215.298,250.451,201.031,260.710,192.682,274.387,190.607,287.895,192.743,300.429,198.110,319.997,199.002,331.644,195.056,343.617,193.677,355.658,195.834,364.902,203.854,308.842,211.466,309.250,221.549,309.734,231.646,310.285,242.497,297.406,254.404,303.318,255.406,309.365,255.837,315.447,255.527,321.648,254.639,265.115,211.000,273.218,206.237,283.095,206.852,290.177,214.969,281.632,216.089,271.786,215.459,327.046,216.311,334.611,209.028,344.004,208.828,351.134,214.168,344.317,218.183,334.748,217.872,285.003,279.177,294.929,272.971,304.184,268.397,309.882,269.914,315.516,268.478,323.819,273.088,330.856,280.323,323.521,285.706,315.551,287.889,309.421,287.929,303.284,287.624,294.503,285.233,289.126,279.025,303.766,276.301,309.635,276.405,315.440,276.433,327.020,279.795,315.393,278.693,309.545,278.732,303.557,278.521
303,10.1421,206,153,200,192,0.304877,0.324532,0.314705,0,235.870,206.804,234.915,226.433,236.547,245.994,240.837,264.525,250.022,281.379,262.873,295.204,277.140,306.525,293.262,316.697,310.821,318.932,328.492,315.671,343.115,305.954,356.550,293.381,367.600,277.901,374.470,260.048,377.177,240.978,378.164,221.153,376.908,201.710,250.409,192.937,260.861,185.464,274.322,184.165,287.413,185.466,299.734,189.360,318.551,188.596,330.494,183.523,342.796,180.857,355.908,181.314,366.172,188.450,309.914,206.418,310.147,217.230,310.410,228.149,310.686,239.569,296.189,253.293,303.462,254.137,310.869,255.049,318.119,253.649,325.367,252.357,263.718,206.732,272.186,202.751,281.559,203.047,288.369,209.557,281.021,210.533,271.808,210.367,329.667,207.746,335.958,200.318,345.108,199.662,352.931,203.170,346.485,206.959,337.469,208.137,284.565,278.789,294.278,272.920,304.031,268.805,310.749,270.776,317.781,268.605,328.031,272.290,337.113,277.477,328.326,287.098,318.737,291.319,311.040,291.957,303.600,291.645,293.839,287.990,289.207,278.909,304.033,278.082,310.869,278.426,318.058,277.656,333.058,277.855,318.082,279.219,310.772,280.311,303.753,279.560
304,10.1756,211,159,192,185,0.316066,0.320164,0.318115,0,238.984,207.593,238.973,226.996,241.481,246.548,245.735,264.854,252.916,281.771,263.530,296.559,277.336,307.787,292.606,316.266,308.509,318.550,324.443,316.128,339.616,308.075,352.481,297.022,362.861,282.739,369.911,266.017,373.738,247.592,376.079,227.512,376.425,206.943,250.028,193.711,260.822,187.031,274.075,186.864,286.680,189.232,298.232,194.616,320.986,195.098,331.979,189.587,343.861,186.778,356.722,185.992,367.410,192.158,309.325,207.852,309.432,219.332,309.655,230.716,309.865,242.830,296.791,253.024,303.041,254.684,309.815,255.701,316.814,254.534,323.507,252.949,264.355,207.729,272.171,203.130,281.705,203.854,289.096,210.817,280.884,211.400,271.372,211.262,329.069,210.821,336.783,203.766,346.072,203.094,353.805,207.326,346.811,211.213,337.486,211.578,285.706,278.858,294.945,273.506,304.232,269.448,310.205,271.090,316.438,268.993,325.468,272.526,333.864,278.102,325.568,285.355,316.887,287.754,310.133,288.161,303.580,288.341,294.592,286.023,289.571,278.713,303.884,277.003,310.134,277.344,316.687,276.750,330.069,278.113,316.707,277.639,310.082,278.148,303.763,278.140
305,10.2091,210,165,193,179,0.316850,0.332364,0.324607,0,237.927,212.657,238.770,231.550,241.442,250.470,245.141,268.533,252.543,284.741,263.425,297.784,277.399,308.550,292.470,316.828,308.662,319.629,324.867,317.421,339.948,309.384,352.401,298.322,362.457,284.995,369.386,269.315,372.373,251.551,374.821,232.297,376.424,213.250,251.028,200.329,260.705,192.476,273.373,190.964,286.048,193.085,297.982,197.623,320.319,198.918,332.146,195.212,344.020,194.430,356.147,196.676,365.537,204.112,308.497,210.876,308.632,221.005,308.865,231.103,309.191,242.064,295.212,253.176,302.126,254.623,309.343,255.463,316.324,254.646,323.268,253.309,264.245,210.334,272.520,206.169,282.009,206.992,289.497,214.275,280.869,214.817,271.283,214.365,327.062,215.669,334.517,209.005,343.505,208.610,350.876,213.403,343.932,216.799,334.802,216.700,284.868,279.949,294.531,273.733,303.798,269.384,310.763,270.867,317.862,269.006,327.606,272.741,335.379,279.174,328.353,286.249,319.100,289.549,311.297,290.040,303.991,289.876,294.874,287.162,289.172,279.795,303.414,276.759,310.564,276.945,317.824,276.469,331.789,278.829,318.752,280.571,311.417,280.994,304.133,280.724
306,10.2425,212,154,193,192,0.309203,0.324485,0.316844,0,240.751,206.783,239.573,225.318,241.432,244.672,245.665,262.983,254.244,280.093,265.804,294.583,278.914,306.746,294.179,316.956,311.619,319.351,328.687,316.643,343.300,306.955,356.498,293.732,367.312,278.350,374.189,260.329,377.027,242.003,378.538,222.654,377.518,203.394,252.894,193.220,262.922,185.740,276.080,185.016,288.935,186.833,300.788,191.192,318.671,189.729,330.501,184.495,342.809,181.593,355.614,182.289,365.949,189.197,309.828,206.365,309.998,217.378,310.182,228.334,310.393,239.942,295.845,253.248,303.191,254.435,310.506,255.708,318.211,254.126,325.923,252.275,264.687,207.278,272.626,203.125,281.777,203.483,288.892,209.854,281.279,210.847,272.229,210.787,330.327,208.270,336.536,200.904,345.855,200.259,353.800,204.148,347.187,207.712,338.105,208.641,284.857,279.456,294.306,273.825,304.195,269.791,311.012,271.706,318.249,269.432,328.139,272.802,338.215,278.502,328.596,287.945,319.336,292.383,311.469,293.019,303.920,292.751,294.222,288.707,289.287,279.515,304.182,279.149,311.159,279.397,318.641,278.598,334.046,278.886,318.666,280.286,311.110,281.227,304.013,280.424
