frame,time_sec,face_x,face_y,face_w,face_h,ear_right,ear_left,ear_avg,blink,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56,x57,y57,x58,y58,x59,y59,x60,y60,x61,y61,x62,y62,x63,y63,x64,y64,x65,y65,x66,y66,x67,y67
160,5.3556,214,159,190,183,0.224506,0.236214,0.230360,0,241.257,208.362,242.462,227.365,245.633,246.098,249.772,263.366,257.314,279.831,268.263,294.225,280.510,306.189,294.223,314.595,310.207,316.568,326.156,313.338,340.209,304.491,352.711,292.707,362.936,278.534,369.963,262.710,373.273,245.030,376.207,225.418,377.049,205.441,253.496,195.541,262.528,188.371,275.014,187.082,287.088,189.369,298.383,194.021,318.772,193.909,329.529,188.771,340.904,185.944,353.522,186.294,363.940,192.339,307.697,207.598,307.789,218.298,308.027,228.761,308.236,239.826,295.615,250.342,302.210,251.477,309.187,252.421,316.315,250.980,323.613,249.069,266.533,209.733,274.670,207.205,283.116,207.229,290.529,211.381,282.552,212.599,274.118,212.577,327.060,210.240,334.355,205.494,342.908,204.987,350.514,207.067,343.500,210.500,335.060,211.086,285.625,276.168,294.135,269.583,303.419,264.841,310.064,265.890,316.367,264.204,326.086,267.678,335.264,273.947,327.274,282.847,318.068,286.786,311.049,287.580,303.729,287.723,294.561,284.465,289.515,275.608,303.455,272.283,310.106,272.293,316.843,271.648,331.366,273.948,317.454,276.826,310.515,277.546,303.540,277.304
161,5.3891,209,166,191,172,0.348629,0.371998,0.360314,0,236.812,217.989,237.885,235.858,240.042,253.490,243.933,270.032,251.958,284.658,263.597,296.324,277.390,304.972,292.010,311.996,306.513,314.441,320.625,312.935,335.210,305.894,347.657,296.336,357.760,283.689,364.766,269.052,368.816,252.970,371.717,235.084,373.539,217.690,253.585,202.339,263.013,193.555,275.640,190.416,288.518,191.582,300.060,196.332,319.483,197.348,330.563,193.528,342.355,193.038,353.802,197.089,361.594,205.639,308.544,210.750,308.714,220.349,309.044,229.802,309.341,239.926,297.402,252.394,303.183,253.245,308.976,253.625,314.893,253.607,320.820,252.973,267.703,212.225,275.614,207.393,284.661,207.810,291.185,215.057,283.470,216.002,274.359,215.510,325.641,216.231,333.005,209.672,341.695,209.800,348.131,215.529,341.715,218.383,332.776,217.826,285.363,276.694,294.598,269.539,303.085,265.075,309.033,266.647,315.358,265.227,323.594,270.599,330.049,278.584,323.166,282.740,315.240,284.074,308.664,283.986,302.256,283.574,294.189,281.873,289.126,276.161,302.597,273.201,308.828,273.410,315.189,273.703,326.118,277.860,315.379,275.253,308.985,275.014,302.660,274.548
162,5.4225,213,156,190,184,0.190379,0.191378,0.190879,1,240.534,206.501,240.819,224.383,243.153,241.726,246.857,259.371,253.957,275.600,264.759,289.917,277.573,302.104,292.039,312.352,309.196,314.642,325.991,312.188,340.593,303.675,353.938,290.672,364.470,275.274,371.551,257.748,374.971,238.981,376.599,219.240,376.445,199.564,251.805,197.921,260.033,189.169,272.513,186.832,285.706,187.129,297.933,190.722,316.572,188.916,329.147,184.408,342.005,182.688,354.194,184.402,363.896,191.597,308.016,206.028,308.046,215.881,308.134,225.509,308.242,235.784,294.252,249.307,301.632,250.579,309.076,251.887,316.848,250.038,324.261,248.169,265.523,209.843,274.294,207.876,282.942,207.255,290.109,210.576,282.827,212.087,274.221,212.408,327.850,208.701,334.971,204.975,343.352,204.535,351.219,206.138,344.026,208.915,335.832,209.460,285.441,275.154,293.940,268.969,303.435,264.787,309.822,266.612,316.760,264.533,326.222,268.122,335.564,273.696,327.162,282.816,318.283,287.552,310.525,288.524,303.387,288.162,294.154,284.120,290.068,275.110,303.300,274.304,309.882,274.502,317.078,273.791,331.046,274.083,317.514,275.159,310.164,275.831,303.552,275.169
163,5.4560,214,159,190,182,0.236677,0.238758,0.237717,0,241.834,209.379,243.664,227.904,247.050,245.868,250.555,262.856,257.508,279.183,268.067,293.455,280.640,305.173,294.842,313.237,310.957,315.065,327.152,311.752,341.734,303.033,353.981,291.347,363.572,277.310,370.105,261.072,373.420,243.240,376.441,223.844,377.831,204.291,253.094,195.911,262.328,188.771,274.805,187.806,287.030,190.120,298.101,194.801,319.277,193.653,330.073,188.781,341.224,186.363,353.460,185.985,364.397,191.341,308.223,207.457,308.532,217.816,308.990,228.249,309.493,239.363,296.687,249.811,303.319,251.056,310.201,251.865,317.430,250.479,324.350,248.514,266.703,209.851,275.100,207.089,283.562,207.031,291.056,211.543,283.059,212.791,274.509,212.832,328.036,210.128,335.347,205.164,343.854,204.608,351.864,206.795,344.713,210.296,336.197,210.838,286.426,275.812,294.909,269.395,303.932,264.794,310.849,266.184,317.533,264.304,326.691,267.823,335.455,273.249,327.847,281.815,319.319,285.554,311.858,286.418,304.295,286.400,295.049,283.577,290.327,275.437,303.967,272.135,310.901,272.320,318.044,271.632,331.192,273.491,318.662,275.709,311.347,276.417,304.126,276.066
164,5.4895,214,166,186,172,0.310670,0.321958,0.316314,0,240.021,215.562,240.830,233.473,243.066,251.419,246.811,268.447,255.043,283.254,266.723,295.433,280.025,304.860,294.362,312.347,309.194,314.548,323.948,312.979,338.106,305.092,350.190,294.560,360.580,281.564,367.621,266.633,371.593,249.767,374.098,231.557,374.981,213.991,253.702,201.212,263.170,193.008,275.646,190.904,288.368,191.898,299.674,196.217,319.493,196.776,330.397,192.148,342.191,190.848,353.931,193.435,363.002,200.584,308.543,209.392,308.722,219.762,308.957,229.969,309.255,240.957,296.673,251.522,303.030,252.692,309.664,253.368,316.396,252.655,322.815,251.415,267.544,210.852,275.620,206.760,284.576,207.123,291.475,213.663,283.652,214.528,274.601,214.199,326.635,214.113,333.924,207.542,342.725,207.225,349.992,211.702,343.230,214.925,334.303,214.936,284.835,274.837,294.153,268.278,303.376,263.916,310.322,265.557,317.666,263.750,326.993,268.008,334.417,274.655,327.129,281.480,318.472,284.949,310.608,285.366,302.888,284.976,293.849,282.076,288.716,274.581,303.015,272.635,310.288,272.897,317.844,272.615,329.871,274.599,318.165,275.054,310.506,275.443,303.081,274.972
165,5.5229,216,156,185,184,0.210326,0.205905,0.208115,1,242.526,207.684,242.483,225.275,244.702,242.747,248.139,259.825,255.458,276.041,266.256,290.146,278.963,302.254,293.390,312.463,310.086,314.672,326.731,312.020,340.838,303.401,353.688,290.283,364.250,274.802,371.242,257.569,374.098,239.171,375.707,220.027,375.792,200.985,252.827,197.415,260.338,188.789,272.503,186.363,285.272,186.478,297.734,189.358,317.763,188.048,329.918,183.962,342.355,182.448,354.552,184.231,364.328,191.112,308.302,205.918,308.286,215.971,308.362,225.760,308.527,236.164,294.719,249.577,301.898,250.756,309.374,252.104,317.313,250.118,324.988,248.331,266.314,209.892,274.997,207.720,283.417,206.974,290.641,210.312,283.386,212.363,274.875,212.565,328.047,208.427,335.266,204.772,343.692,204.578,351.371,206.410,344.331,209.191,335.936,209.711,286.386,275.498,294.788,269.013,304.066,264.622,310.642,266.333,317.528,264.295,327.547,267.755,336.911,273.640,328.417,283.315,319.054,288.130,311.312,288.947,303.870,288.576,294.809,284.618,290.802,275.258,304.007,273.872,310.834,274.194,317.936,273.329,332.472,273.988,318.088,275.748,310.870,276.368,303.947,275.646
166,5.5564,214,160,190,179,0.220058,0.221664,0.220861,0,241.474,205.322,243.657,225.136,247.152,244.323,250.689,262.364,257.476,278.856,268.140,293.246,280.214,304.779,294.314,312.986,310.411,314.733,326.764,311.372,341.808,302.414,354.340,290.034,364.284,275.132,370.500,258.363,373.813,240.174,376.499,220.518,377.813,200.454,251.718,196.017,261.665,190.037,273.760,189.693,285.494,191.292,296.365,194.999,319.896,194.450,330.136,189.208,341.155,186.579,353.392,185.972,363.961,191.117,307.523,206.755,307.947,218.212,308.479,229.594,309.044,241.591,296.658,250.585,303.314,251.657,310.053,252.506,316.962,251.128,323.549,249.266,265.799,209.161,274.372,207.054,282.850,206.751,290.320,210.847,282.399,212.304,273.801,212.270,327.612,209.225,335.046,204.707,343.404,204.210,351.500,205.694,344.173,209.446,335.815,210.065,285.439,274.865,294.137,268.660,303.737,264.161,310.454,265.557,317.210,263.394,326.254,266.916,334.925,272.495,327.445,281.538,318.843,285.475,311.348,286.378,303.886,286.389,294.340,283.579,289.286,274.392,303.737,272.386,310.536,272.458,317.727,271.590,330.932,272.629,318.145,274.905,310.819,275.803,303.751,275.561
167,5.5899,214,168,186,171,0.294982,0.310487,0.302735,0,240.310,215.044,241.557,232.759,243.581,250.515,246.576,267.456,254.221,283.091,265.996,295.758,280.071,305.685,295.153,313.356,310.667,315.137,325.540,313.049,339.387,304.773,351.532,293.786,361.436,280.995,368.025,266.448,371.080,250.230,373.221,232.830,374.648,215.848,256.293,203.387,264.589,195.102,276.486,192.019,289.097,192.609,300.341,197.237,318.958,197.450,329.723,193.375,341.446,192.960,352.718,196.343,360.720,203.912,308.258,209.211,308.614,219.402,309.007,229.477,309.398,240.329,296.988,250.725,303.102,252.390,309.694,253.269,316.543,252.309,323.193,250.354,269.279,211.469,276.897,207.446,285.244,207.664,292.250,213.742,284.239,214.430,275.825,214.139,326.084,213.993,332.472,208.204,340.556,207.893,347.535,212.201,340.846,214.833,332.656,214.622,285.860,274.770,294.943,269.279,303.960,265.420,310.910,266.594,317.626,265.105,326.855,268.254,334.455,274.302,327.542,281.485,318.665,284.729,311.509,285.273,304.018,284.996,295.142,282.319,289.856,274.498,303.733,271.720,310.858,271.857,317.777,271.423,330.757,274.069,318.320,276.371,311.230,276.872,303.969,276.437
168,5.6234,216,156,186,185,0.211581,0.208688,0.210134,0,243.071,207.851,242.340,225.599,244.381,243.532,247.939,261.184,255.182,277.360,265.834,291.495,278.852,303.318,293.614,313.177,310.786,315.233,327.726,312.475,342.086,303.634,355.235,290.720,365.619,275.935,372.176,259.019,375.268,241.096,376.695,221.795,376.126,203.142,254.001,195.473,262.910,188.209,275.380,186.316,287.807,186.813,299.192,190.550,317.395,188.667,329.417,184.126,341.877,182.286,354.367,183.883,363.924,191.399,308.729,206.087,308.801,215.850,308.924,225.385,309.100,235.628,295.250,249.580,302.410,250.702,309.645,252.231,317.292,250.514,324.494,248.676,266.136,209.968,274.987,207.361,283.695,206.595,291.352,210.322,283.835,212.047,275.113,212.577,327.967,208.457,335.540,204.542,344.078,204.434,351.775,206.432,344.516,209.328,336.192,209.558,286.185,275.917,294.772,269.179,304.136,264.834,310.558,266.603,317.628,264.548,326.919,268.209,336.896,273.860,328.010,283.070,319.138,287.871,311.278,288.874,304.146,288.492,295.169,284.713,290.621,275.733,304.099,274.180,310.696,274.316,317.973,273.636,332.404,274.326,318.363,275.351,310.930,276.188,304.222,275.538
169,5.6568,211,161,191,178,0.263678,0.276690,0.270184,0,238.630,208.951,239.393,228.957,242.013,248.857,245.774,267.405,254.010,283.530,266.451,296.444,281.235,305.579,296.159,312.889,311.081,314.726,326.088,311.898,340.112,303.522,352.495,293.136,362.599,279.996,369.194,264.124,372.710,245.809,375.342,225.401,375.631,206.188,252.480,195.212,262.818,188.117,275.528,186.944,287.811,189.457,299.045,194.371,320.983,194.165,331.444,189.062,342.545,186.404,354.669,186.925,364.528,193.325,309.463,207.874,309.888,218.132,310.409,228.322,310.967,239.074,297.873,250.856,304.517,251.545,310.998,251.903,317.515,251.201,323.868,249.878,266.650,209.638,275.105,206.585,283.988,206.575,290.860,211.871,283.212,213.112,274.438,212.787,327.685,211.196,335.016,205.514,343.791,204.952,351.326,207.922,344.423,211.581,335.559,212.039,284.869,275.008,295.010,268.547,304.604,264.260,311.163,265.609,317.992,263.764,327.430,267.495,335.552,273.430,327.934,281.852,319.323,285.867,311.969,286.363,304.508,286.207,295.047,283.311,289.034,274.896,304.342,273.031,311.194,273.199,318.331,272.569,331.247,273.601,318.800,275.188,311.657,275.636,304.642,275.514
170,5.6903,206,167,197,172,0.297858,0.319661,0.308760,0,234.891,213.966,236.157,233.342,238.879,252.020,243.437,269.737,252.554,284.905,264.747,296.818,279.154,305.838,293.724,312.925,309.152,315.355,324.317,313.134,338.743,305.044,351.087,294.538,360.827,281.942,367.776,267.296,371.256,250.884,373.595,233.145,375.554,215.185,251.892,202.158,261.698,194.161,274.974,191.249,288.339,192.478,300.824,197.314,318.583,198.538,329.923,194.287,342.550,193.849,354.572,197.120,363.506,204.709,308.702,209.789,308.969,219.405,309.321,228.780,309.754,239.136,296.102,250.212,302.539,251.845,309.278,252.628,316.098,251.740,322.913,250.171,266.393,211.058,274.650,207.150,283.411,207.629,290.386,214.104,282.325,214.734,273.482,214.276,326.213,215.117,333.012,209.038,341.651,209.003,348.627,213.665,341.676,216.289,332.926,216.110,284.823,275.665,294.636,269.086,303.751,264.840,310.550,266.107,317.223,264.378,326.785,267.876,334.287,274.369,327.577,281.764,318.520,285.246,311.401,285.931,304.128,285.737,295.080,283.205,289.095,275.175,303.493,271.491,310.410,271.544,317.288,271.077,330.430,273.923,318.208,276.357,311.287,276.925,304.178,276.583
171,5.7238,216,155,186,185,0.192319,0.185374,0.188846,1,242.474,207.160,242.162,224.854,244.522,242.780,248.727,260.278,256.444,276.828,267.386,291.114,280.553,303.310,295.172,312.902,311.831,314.366,328.574,311.756,342.540,302.932,355.581,290.598,366.072,275.651,372.519,258.848,375.492,241.200,376.934,222.040,376.712,202.897,254.104,196.886,261.912,188.095,274.458,185.651,287.117,186.084,299.449,189.307,317.347,188.116,329.288,183.517,341.711,181.652,353.969,183.548,363.640,191.343,308.276,204.864,308.351,214.577,308.546,224.075,308.800,234.293,295.074,247.712,302.341,249.125,309.909,250.593,317.861,248.604,325.493,246.403,267.014,209.381,275.641,207.171,283.937,206.542,291.245,209.696,283.855,211.332,275.521,211.698,328.158,207.764,335.406,204.224,343.820,204.099,351.640,205.774,344.266,208.313,335.934,208.693,286.855,275.005,295.236,268.209,304.647,263.265,310.948,264.839,317.344,262.693,326.936,266.520,336.534,272.511,328.300,281.954,319.341,287.039,312.204,287.908,305.183,287.652,296.031,283.984,291.366,274.671,304.676,272.619,311.196,272.722,317.753,271.688,332.040,272.799,318.398,275.092,311.775,275.904,305.159,275.233
172,5.7572,217,160,186,179,0.225600,0.233288,0.229444,0,243.348,207.895,244.914,226.699,248.252,245.059,251.471,262.419,257.851,278.935,267.790,293.317,280.032,304.919,293.956,312.986,310.697,314.979,327.267,311.950,341.942,303.754,354.379,291.860,363.986,277.683,370.550,261.056,373.445,242.973,376.041,223.532,377.245,203.687,252.826,195.553,262.266,188.293,274.846,187.126,287.221,188.821,298.284,193.467,320.618,192.590,331.300,187.705,342.476,185.425,354.462,185.355,364.635,191.206,308.766,205.896,309.117,216.604,309.632,227.266,310.088,238.379,297.150,249.496,304.139,250.270,310.962,251.075,317.921,249.587,324.594,248.026,266.798,208.677,275.431,206.267,283.879,206.203,291.301,210.339,283.467,211.741,274.923,211.771,328.241,209.005,335.695,204.334,344.247,203.783,352.101,205.797,345.036,209.350,336.592,209.872,285.939,275.157,294.768,268.602,304.167,263.979,311.147,265.465,318.300,263.386,327.667,267.095,336.534,272.829,328.872,280.936,320.044,284.729,312.118,285.576,304.437,285.592,294.977,282.942,290.050,274.939,304.179,272.372,311.280,272.628,318.958,271.801,332.584,273.164,319.444,274.291,311.672,275.121,304.339,274.697
173,5.7907,216,164,185,175,0.319739,0.329238,0.324488,0,242.528,212.525,244.055,231.175,246.207,249.358,249.015,266.548,256.642,281.977,267.900,294.696,281.142,304.741,295.523,312.432,310.502,314.249,325.353,312.210,338.883,303.909,350.793,293.322,360.472,281.107,367.504,266.183,370.870,249.379,373.502,231.372,375.568,213.492,255.978,200.885,264.567,192.533,276.682,189.806,289.176,190.789,300.874,195.090,320.431,195.865,331.698,191.312,343.783,190.480,355.389,194.340,363.774,202.576,309.375,208.552,309.487,218.696,309.693,228.726,309.905,239.589,297.311,250.647,303.488,251.874,309.880,252.254,316.567,251.750,323.024,250.332,269.725,210.463,277.396,206.606,286.000,206.894,292.526,213.172,284.889,214.210,276.218,213.794,327.393,213.800,334.177,208.103,342.692,208.047,349.568,212.643,342.940,215.541,334.208,215.226,285.953,274.406,295.170,268.239,303.872,263.558,310.781,264.919,317.876,263.329,327.160,267.492,334.949,273.703,327.621,280.771,318.758,283.685,311.306,284.119,303.808,283.766,295.310,281.419,289.911,274.225,303.501,271.592,310.652,271.677,317.974,271.373,330.847,273.699,318.480,274.535,311.146,274.880,303.854,274.427
174,5.8242,214,155,191,185,0.220599,0.222625,0.221612,0,241.121,208.025,241.149,225.222,243.252,242.360,247.389,259.640,254.839,276.021,266.065,290.182,279.580,301.949,294.448,312.110,311.961,314.208,329.228,311.741,343.406,303.027,356.664,290.508,366.996,275.377,373.582,257.598,376.815,239.305,378.557,220.103,378.385,200.634,253.714,196.724,261.844,188.147,274.246,185.500,286.672,185.935,298.743,188.924,317.493,187.940,330.242,183.621,343.267,181.735,355.890,184.433,364.769,192.779,308.897,204.432,309.026,214.249,309.242,223.690,309.603,234.199,295.779,248.042,302.911,249.156,310.171,250.376,317.660,248.670,324.905,246.992,266.330,208.796,275.258,206.524,283.711,205.862,290.550,209.371,283.578,211.448,275.116,211.624,328.329,207.523,335.743,203.648,344.150,203.681,351.844,205.440,344.784,208.614,336.466,209.138,286.868,275.312,295.890,268.571,304.622,264.077,311.050,266.013,317.925,263.833,327.483,267.537,336.777,273.241,328.465,281.945,319.313,286.406,311.669,287.108,304.423,286.626,295.841,282.998,291.128,274.923,304.566,273.215,311.195,273.553,318.319,272.673,332.253,273.389,318.590,274.493,311.317,275.298,304.596,274.524
175,5.8577,214,161,191,179,0.235591,0.249303,0.242447,0,241.232,207.542,242.274,226.462,245.218,245.016,248.424,262.343,255.523,279.017,266.451,293.587,279.517,304.928,294.195,313.401,310.034,315.205,325.907,312.000,340.156,303.437,352.771,291.927,363.026,278.021,369.633,262.015,373.259,244.090,376.466,225.168,378.006,206.362,254.012,194.943,264.137,188.671,276.579,187.813,288.727,189.799,299.992,194.140,322.487,194.356,332.826,189.436,343.480,186.985,355.032,186.688,365.531,191.633,310.256,207.720,310.481,218.640,310.908,229.319,311.235,240.685,298.246,250.360,304.799,251.858,311.527,252.675,318.330,251.363,324.732,249.434,268.248,208.857,276.572,206.398,285.385,206.361,292.717,210.988,284.686,212.248,275.858,211.997,329.347,210.021,336.449,205.064,345.063,204.426,352.730,206.614,345.691,210.356,337.131,210.843,286.820,274.600,295.550,268.565,304.807,263.965,311.382,265.343,318.080,263.498,327.332,267.252,335.351,273.275,328.013,281.419,319.266,285.297,311.991,285.987,304.639,285.900,295.573,282.960,290.656,274.149,304.696,272.080,311.396,272.375,318.463,271.603,331.311,273.391,318.788,274.801,311.627,275.412,304.645,275.075
176,5.8911,205,167,198,171,0.318026,0.337810,0.327918,0,233.288,219.463,234.378,237.964,236.157,255.954,239.961,272.923,248.237,287.836,260.697,298.941,275.966,306.675,291.040,312.191,305.538,314.479,319.776,313.717,335.025,307.906,348.340,299.526,358.407,288.150,365.537,274.587,370.250,258.977,373.626,241.814,375.815,224.796,251.710,204.082,261.591,194.978,275.187,191.595,288.997,193.038,301.862,197.508,320.004,199.208,332.046,195.980,344.944,196.401,357.018,200.474,364.312,210.342,309.691,210.959,309.547,220.137,309.503,229.063,309.511,238.746,296.274,250.164,302.259,251.782,308.527,252.506,315.027,252.569,321.311,251.537,266.681,212.511,274.799,207.787,284.208,208.317,291.073,215.494,282.935,216.084,273.484,215.434,327.208,217.852,334.559,212.007,343.469,212.243,350.088,218.103,343.224,220.268,334.068,219.421,285.578,277.092,294.804,268.433,303.296,263.670,308.970,265.286,315.205,264.274,322.864,270.348,329.291,280.243,322.143,282.705,314.620,283.331,308.045,282.881,301.744,282.449,294.193,281.160,289.701,276.000,302.518,271.293,308.484,271.532,314.789,272.179,325.346,278.811,315.024,274.959,308.615,274.419,302.456,273.919
177,5.9246,216,156,189,184,0.211071,0.206030,0.208550,1,243.833,206.547,243.198,224.447,244.730,242.411,248.470,260.018,256.032,276.449,266.843,290.524,279.515,302.317,293.868,312.473,310.739,314.880,328.087,312.259,342.612,303.150,355.800,290.515,366.578,275.529,373.863,258.706,377.082,240.325,378.412,220.689,377.674,201.462,254.458,195.438,262.699,187.390,275.229,185.478,287.676,185.922,299.649,189.091,317.775,187.695,330.116,183.622,342.796,182.091,354.925,183.948,364.698,190.510,309.135,205.308,309.278,214.822,309.528,224.016,309.785,234.007,295.976,248.211,303.416,249.539,311.004,250.852,318.772,248.987,326.308,246.975,267.070,209.356,275.812,207.026,284.199,206.363,291.472,209.657,284.111,211.681,275.753,212.009,328.875,207.909,336.180,204.139,344.538,204.130,352.313,205.757,344.986,208.785,336.741,209.130,286.755,274.719,295.393,268.118,304.934,263.640,311.359,265.437,318.152,263.411,328.119,266.948,337.734,272.889,329.163,281.625,319.660,286.402,311.909,287.291,304.668,287.075,295.409,283.399,291.015,274.450,304.924,273.267,311.507,273.436,318.509,272.654,333.265,273.059,318.843,273.974,311.655,274.806,304.913,274.190
178,5.9581,214,161,190,179,0.262852,0.277352,0.270102,0,241.481,207.622,242.437,226.769,244.947,245.752,248.193,263.381,255.283,279.679,266.219,293.790,279.451,304.881,293.903,313.224,308.699,315.524,323.987,313.196,338.343,304.948,351.177,293.936,361.978,280.551,369.416,264.592,373.443,246.398,376.301,226.975,377.441,207.848,254.700,194.965,264.885,188.028,277.712,187.230,289.996,189.627,301.250,194.704,322.116,194.572,333.159,189.023,344.650,186.604,356.818,187.477,366.649,194.202,310.255,207.704,310.321,217.932,310.447,228.135,310.587,239.123,297.572,250.139,304.068,251.311,310.808,252.113,317.661,251.106,324.248,249.662,268.342,208.963,276.705,205.741,285.610,205.941,292.903,211.217,284.824,212.374,275.942,212.181,328.834,210.922,336.609,205.422,345.265,204.731,352.853,207.904,345.930,211.621,337.076,211.912,286.338,274.656,295.359,268.072,304.720,263.264,311.320,264.893,318.265,262.990,327.322,267.128,335.478,273.461,327.925,281.113,319.472,284.952,311.879,285.613,304.535,285.468,295.472,282.609,290.310,274.333,304.372,272.090,311.214,272.365,318.498,271.855,331.264,273.513,319.152,274.525,311.730,275.232,304.798,274.832
179,5.9916,205,168,193,171,0.320845,0.344980,0.332913,0,232.145,219.100,233.137,237.243,234.904,255.466,238.619,272.593,246.655,287.789,259.088,299.521,274.903,307.400,291.508,312.983,306.951,315.001,321.766,313.497,335.501,307.460,347.028,299.132,355.882,288.059,362.504,274.826,366.843,259.699,369.566,243.245,371.127,227.709,252.309,205.990,261.876,196.309,275.706,192.682,289.803,193.608,302.990,198.125,321.371,199.809,333.123,197.047,345.114,197.612,356.361,201.519,362.575,211.389,310.872,211.345,311.186,219.817,311.674,228.069,312.206,237.179,298.233,249.784,304.465,250.722,310.761,251.219,316.863,251.228,322.704,250.384,267.383,213.378,275.336,208.421,284.404,208.663,291.522,215.889,283.477,216.447,274.314,216.089,326.821,217.891,334.103,211.984,342.828,212.317,348.908,218.211,342.377,220.198,333.550,219.311,284.603,276.190,294.795,267.736,304.236,262.822,310.198,264.465,316.350,263.158,324.254,268.729,330.172,278.422,323.660,281.660,316.104,283.424,309.676,283.366,303.154,283.018,294.280,281.287,288.585,275.309,303.574,271.320,309.873,271.398,316.040,271.769,326.369,277.375,316.257,274.014,310.097,274.037,303.724,273.600
180,6.0250,216,154,190,185,0.213903,0.216053,0.214978,0,243.985,207.388,243.720,224.894,245.728,242.144,249.660,259.390,257.081,275.618,267.779,289.423,280.408,301.320,294.863,311.110,311.842,313.206,329.050,310.630,343.783,301.929,357.422,289.566,368.248,274.653,375.425,257.654,378.408,239.652,379.708,220.790,379.527,201.837,254.846,195.294,262.850,187.067,275.122,184.730,287.791,185.019,299.913,188.620,318.918,187.096,331.404,182.557,344.301,180.764,356.749,182.342,366.606,189.795,309.836,204.519,309.789,214.411,309.747,223.930,309.813,234.373,296.299,248.113,303.366,249.638,310.594,250.979,318.375,249.108,325.871,247.178,267.155,208.956,276.068,206.768,284.723,205.927,292.072,209.306,284.660,211.600,276.034,211.755,330.211,207.279,337.797,203.520,346.504,203.435,354.269,205.203,347.014,208.520,338.379,208.811,288.654,275.085,296.353,268.213,305.373,263.806,311.606,265.520,318.505,263.536,328.069,266.902,338.175,273.130,329.002,281.665,319.790,286.330,312.123,287.310,305.249,286.881,296.625,282.901,293.136,274.810,305.303,272.987,311.724,273.149,318.822,272.325,333.812,273.155,319.009,274.049,311.780,274.992,305.309,274.295
181,6.0585,216,159,190,179,0.228851,0.237694,0.233273,0,243.891,205.790,245.074,225.121,247.991,243.719,250.963,261.227,257.843,278.075,268.042,292.252,280.417,303.619,294.760,311.608,311.134,313.446,327.856,310.623,342.852,302.119,355.613,290.337,365.592,276.315,372.283,260.169,375.963,242.207,378.735,222.618,379.619,203.339,254.282,194.697,263.871,188.064,276.310,187.659,288.519,189.757,299.778,193.752,322.936,192.879,333.526,188.088,344.553,185.418,356.648,184.745,367.803,189.903,310.419,206.155,310.648,216.917,310.974,227.601,311.255,238.844,298.521,249.295,305.294,250.160,312.047,250.944,318.918,249.764,325.632,248.131,268.025,208.701,276.723,206.274,285.568,206.052,292.892,209.987,284.948,211.776,276.112,211.881,330.330,208.598,337.956,204.228,346.671,203.616,354.496,205.520,347.320,209.489,338.616,209.861,287.716,274.922,296.019,268.392,305.112,263.514,311.963,265.012,319.010,263.023,328.039,267.059,336.886,273.239,329.220,281.019,320.706,284.639,312.821,285.314,305.052,285.224,296.214,282.468,291.421,274.522,304.996,272.137,312.036,272.392,319.562,271.736,332.870,273.418,320.143,274.119,312.490,274.731,305.176,274.295
182,6.0920,211,165,192,172,0.296484,0.322941,0.309712,0,238.547,211.102,238.959,229.873,241.208,248.257,245.500,265.649,254.298,281.161,266.668,293.975,280.400,304.147,295.214,311.815,310.778,313.331,325.782,311.340,339.270,303.330,351.211,292.480,362.039,279.356,369.690,264.282,373.704,246.975,376.145,227.851,376.682,209.783,253.445,197.294,264.192,190.871,277.152,189.971,289.753,191.816,300.977,196.169,322.885,196.274,333.585,191.253,344.705,189.061,356.614,189.956,366.462,196.194,310.822,208.293,311.244,219.671,311.720,230.888,312.187,242.775,298.645,251.411,305.228,253.038,312.154,254.214,319.107,252.804,325.450,250.808,267.863,209.748,276.465,205.949,285.919,206.091,292.912,212.449,284.885,213.548,275.426,213.287,329.316,212.193,336.857,205.859,345.783,205.240,353.038,209.260,346.507,213.143,337.411,213.340,285.948,273.423,295.157,267.577,304.623,263.258,311.848,264.814,319.409,263.023,328.739,266.841,336.763,272.327,329.365,280.816,320.529,284.812,312.422,285.360,304.413,284.960,295.242,281.894,289.608,273.379,304.358,271.609,311.754,271.858,319.599,271.507,332.696,272.772,320.238,274.506,312.306,275.029,304.634,274.445
