video_id,feature,n_frames,open_mean,closed_mean,gap_open_minus_closed,separation_rough,acc_if_open_high,best_acc_allow_flip,direction
11,active_row_frac_fixed,1110,0.5053230964222575,0.5344688959180158,-0.02914579949575835,-0.5170655750311914,0.3441441441441441,0.6558558558558558,closed_high
22,active_row_frac_fixed,924,0.4865549479674901,0.3054523020639194,0.18110264590357072,1.9492785659296155,0.8733766233766234,0.8733766233766234,open_high
WIN_20260414_20_31_10_Pro,active_row_frac_fixed,729,0.4489633187688469,0.38716789783331634,0.06179542093553053,0.8165024720052266,0.700960219478738,0.700960219478738,open_high
WIN_20260414_21_29_13_Pro,active_row_frac_fixed,642,0.7545204762276836,0.8432505554609389,-0.08873007923325527,-1.2101173406292711,0.2570093457943925,0.7429906542056075,closed_high
test1,active_row_frac_fixed,385,0.589754061441216,0.421840839017098,0.167913222424118,2.393352029453782,0.9168831168831169,0.9168831168831169,open_high
test2,active_row_frac_fixed,623,0.5155867087121303,0.43597682970051393,0.07960987901161637,0.9686974734345765,0.7271268057784912,0.7271268057784912,open_high
test3,active_row_frac_fixed,635,0.3136344642245364,0.26909481939588864,0.04453964482864775,0.4833393036498492,0.6283464566929133,0.6283464566929133,open_high
11,center_dark_ratio_adapt,1110,0.2578599420197337,0.21550604192644732,0.042353900093286406,2.4500591966297285,0.9513513513513514,0.9513513513513514,open_high
22,center_dark_ratio_adapt,924,0.0006566534894406386,0.0005689320792632131,8.772141017742547e-05,0.06520942103710886,0.5422077922077922,0.5422077922077922,open_high
WIN_20260414_20_31_10_Pro,center_dark_ratio_adapt,729,0.23619006571547738,0.17382313904907165,0.062366926666405725,1.1089626044553125,0.7187928669410151,0.7187928669410151,open_high
WIN_20260414_21_29_13_Pro,center_dark_ratio_adapt,642,0.13193398513761395,0.0772103696322313,0.054723615505382656,1.3366253217875212,0.8099688473520249,0.8099688473520249,open_high
test1,center_dark_ratio_adapt,385,0.2598809447583767,0.15057828374505594,0.10930266101332076,2.6856017559289205,0.8987012987012987,0.8987012987012987,open_high
