video_id,session,center_frame,label,label_name,left_f0_0,left_f0_1,left_f0_2,left_f0_3,left_f0_4,left_f0_5,left_f0_6,left_f0_7,left_f0_8,left_f0_9,left_f0_10,left_f0_11,left_f0_12,left_f0_13,left_f0_14,right_f0_0,right_f0_1,right_f0_2,right_f0_3,right_f0_4,right_f0_5,right_f0_6,right_f0_7,right_f0_8,right_f0_9,right_f0_10,right_f0_11,right_f0_12,right_f0_13,right_f0_14,left_f1_0,left_f1_1,left_f1_2,left_f1_3,left_f1_4,left_f1_5,left_f1_6,left_f1_7,left_f1_8,left_f1_9,left_f1_10,left_f1_11,left_f1_12,left_f1_13,left_f1_14,right_f1_0,right_f1_1,right_f1_2,right_f1_3,right_f1_4,right_f1_5,right_f1_6,right_f1_7,right_f1_8,right_f1_9,right_f1_10,right_f1_11,right_f1_12,right_f1_13,right_f1_14
closed_20250505_062113,glasses_highlight_v1,7,1,closed,0.75,0.75,0.615478515625,0.875,0.833251953125,0.666748046875,0.588134765625,0.64697265625,0.888916015625,1.0,0.75,0.888916015625,0.833251953125,0.833251953125,0.615478515625,1.0,0.769287109375,1.0,0.0,1.0,0.5,0.64990234375,0.949951171875,1.0,0.77783203125,1.0,1.0,1.0,1.0,1.0,0.77392578125,0.767822265625,0.65380859375,0.865966796875,0.8095703125,0.715576171875,0.63134765625,0.684814453125,0.857177734375,0.90185546875,0.732177734375,0.91259765625,0.72607421875,0.803466796875,0.637451171875,0.869140625,0.80224609375,0.884521484375,0.0,0.863037109375,0.75341796875,0.7734375,0.856689453125,0.8095703125,0.761962890625,0.78564453125,0.84130859375,0.732177734375,0.77978515625,0.902587890625
closed_20250505_062113,glasses_highlight_v1,8,1,closed,0.75,0.615478515625,0.875,0.833251953125,0.666748046875,0.588134765625,0.64697265625,0.888916015625,1.0,0.75,0.888916015625,0.833251953125,0.833251953125,0.615478515625,0.84619140625,0.769287109375,1.0,0.0,1.0,0.5,0.64990234375,0.949951171875,1.0,0.77783203125,1.0,1.0,1.0,1.0,1.0,1.0,0.767822265625,0.65380859375,0.865966796875,0.8095703125,0.715576171875,0.63134765625,0.684814453125,0.857177734375,0.90185546875,0.732177734375,0.91259765625,0.72607421875,0.803466796875,0.637451171875,0.78564453125,0.80224609375,0.884521484375,0.0,0.863037109375,0.75341796875,0.7734375,0.856689453125,0.8095703125,0.761962890625,0.78564453125,0.84130859375,0.732177734375,0.77978515625,0.902587890625,0.88330078125
closed_20250505_062113,glasses_highlight_v1,9,1,closed,0.615478515625,0.875,0.833251953125,0.666748046875,0.588134765625,0.64697265625,0.888916015625,1.0,0.75,0.888916015625,0.833251953125,0.833251953125,0.615478515625,0.84619140625,0.888916015625,1.0,0.0,1.0,0.5,0.64990234375,0.949951171875,1.0,0.77783203125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.65380859375,0.865966796875,0.8095703125,0.715576171875,0.63134765625,0.684814453125,0.857177734375,0.90185546875,0.732177734375,0.91259765625,0.72607421875,0.803466796875,0.637451171875,0.78564453125,0.84130859375,0.884521484375,0.0,0.863037109375,0.75341796875,0.7734375,0.856689453125,0.8095703125,0.761962890625,0.78564453125,0.84130859375,0.732177734375,0.77978515625,0.902587890625,0.88330078125,0.827392578125
closed_20250505_062113,glasses_highlight_v1,10,1,closed,0.875,0.833251953125,0.666748046875,0.588134765625,0.64697265625,0.888916015625,1.0,0.75,0.888916015625,0.833251953125,0.833251953125,0.615478515625,0.84619140625,0.888916015625,0.6923828125,0.0,1.0,0.5,0.64990234375,0.949951171875,1.0,0.77783203125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.865966796875,0.8095703125,0.715576171875,0.63134765625,0.684814453125,0.857177734375,0.90185546875,0.732177734375,0.91259765625,0.72607421875,0.803466796875,0.637451171875,0.78564453125,0.84130859375,0.69775390625,0.0,0.863037109375,0.75341796875,0.7734375,0.856689453125,0.8095703125,0.761962890625,0.78564453125,0.84130859375,0.732177734375,0.77978515625,0.902587890625,0.88330078125,0.827392578125,0.82421875
closed_20250505_062113,glasses_highlight_v1,11,1,closed,0.833251953125,0.666748046875,0.588134765625,0.64697265625,0.888916015625,1.0,0.75,0.888916015625,0.833251953125,0.833251953125,0.615478515625,0.84619140625,0.888916015625,0.6923828125,0.833251953125,1.0,0.5,0.64990234375,0.949951171875,1.0,0.77783203125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8095703125,0.715576171875,0.63134765625,0.684814453125,0.857177734375,0.90185546875,0.732177734375,0.91259765625,0.72607421875,0.803466796875,0.637451171875,0.78564453125,0.84130859375,0.69775390625,0.78564453125,0.863037109375,0.75341796875,0.7734375,0.856689453125,0.8095703125,0.761962890625,0.78564453125,0.84130859375,0.732177734375,0.77978515625,0.902587890625,0.88330078125,0.827392578125,0.82421875,0.80517578125
closed_20250505_062113,glasses_highlight_v1,12,1,closed,0.666748046875,0.588134765625,0.64697265625,0.888916015625,1.0,0.75,0.888916015625,0.833251953125,0.833251953125,0.615478515625,0.84619140625,0.888916015625,0.6923828125,0.833251953125,0.615478515625,0.5,0.64990234375,0.949951171875,1.0,0.77783203125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.715576171875,0.63134765625,0.684814453125,0.857177734375,0.90185546875,0.732177734375,0.91259765625,0.72607421875,0.803466796875,0.637451171875,0.78564453125,0.84130859375,0.69775390625,0.78564453125,0.69775390625,0.75341796875,0.7734375,0.856689453125,0.8095703125,0.761962890625,0.78564453125,0.84130859375,0.732177734375,0.77978515625,0.902587890625,0.88330078125,0.827392578125,0.82421875,0.80517578125,0.8515625
closed_20250505_062113,glasses_highlight_v1,13,1,closed,0.588134765625,0.64697265625,0.888916015625,1.0,0.75,0.888916015625,0.833251953125,0.833251953125,0.615478515625,0.84619140625,0.888916015625,0.6923828125,0.833251953125,0.615478515625,0.888916015625,0.64990234375,0.949951171875,1.0,0.77783203125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.63134765625,0.684814453125,0.857177734375,0.90185546875,0.732177734375,0.91259765625,0.72607421875,0.803466796875,0.637451171875,0.78564453125,0.84130859375,0.69775390625,0.78564453125,0.69775390625,0.880859375,0.7734375,0.856689453125,0.8095703125,0.761962890625,0.78564453125,0.84130859375,0.732177734375,0.77978515625,0.902587890625,0.88330078125,0.827392578125,0.82421875,0.80517578125,0.8515625,0.886962890625
closed_20250505_062113,glasses_highlight_v1,14,1,closed,0.64697265625,0.888916015625,1.0,0.75,0.888916015625,0.833251953125,0.833251953125,0.615478515625,0.84619140625,0.888916015625,0.6923828125,0.833251953125,0.615478515625,0.888916015625,0.833251953125,0.949951171875,1.0,0.77783203125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.684814453125,0.857177734375,0.90185546875,0.732177734375,0.91259765625,0.72607421875,0.803466796875,0.637451171875,0.78564453125,0.84130859375,0.69775390625,0.78564453125,0.69775390625,0.880859375,0.83935546875,0.856689453125,0.8095703125,0.761962890625,0.78564453125,0.84130859375,0.732177734375,0.77978515625,0.902587890625,0.88330078125,0.827392578125,0.82421875,0.80517578125,0.8515625,0.886962890625,0.7333984375
closed_20250505_062113,glasses_highlight_v1,15,1,closed,0.888916015625,1.0,0.75,0.888916015625,0.833251953125,0.833251953125,0.615478515625,0.84619140625,0.888916015625,0.6923828125,0.833251953125,0.615478515625,0.888916015625,0.833251953125,0.916748046875,1.0,0.77783203125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.857177734375,0.90185546875,0.732177734375,0.91259765625,0.72607421875,0.803466796875,0.637451171875,0.78564453125,0.84130859375,0.69775390625,0.78564453125,0.69775390625,0.880859375,0.83935546875,0.827392578125,0.8095703125,0.761962890625,0.78564453125,0.84130859375,0.732177734375,0.77978515625,0.902587890625,0.88330078125,0.827392578125,0.82421875,0.80517578125,0.8515625,0.886962890625,0.7333984375,0.75
closed_20250505_062113,glasses_highlight_v1,16,1,closed,1.0,0.75,0.888916015625,0.833251953125,0.833251953125,0.615478515625,0.84619140625,0.888916015625,0.6923828125,0.833251953125,0.615478515625,0.888916015625,0.833251953125,0.916748046875,0.77783203125,0.77783203125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.916748046875,0.90185546875,0.732177734375,0.91259765625,0.72607421875,0.803466796875,0.637451171875,0.78564453125,0.84130859375,0.69775390625,0.78564453125,0.69775390625,0.880859375,0.83935546875,0.827392578125,0.857177734375,0.761962890625,0.78564453125,0.84130859375,0.732177734375,0.77978515625,0.902587890625,0.88330078125,0.827392578125,0.82421875,0.80517578125,0.8515625,0.886962890625,0.7333984375,0.75,0.844482421875
