feature_set,model,C,holdout_session,samples,accuracy,balanced_accuracy,macro_f1,threshold,cm00,cm01,cm10,cm11
avg6_shape,linear,1.0,glasses_highlight_v2,422,0.990521327014218,0.990521327014218,0.9905204753240335,0.0,207,4,0,211
avg6_shape,linear,1.0,glasses_test_v2,422,0.8293838862559242,0.8293838862559242,0.8287337662337663,0.0,162,49,23,188
avg6_shape,linear,1.0,noglasses_highlight_v1,291,0.44673539518900346,0.46178057553956836,0.38529461931065245,0.0,111,28,133,19
avg6_shape,linear,1.0,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg6_shape,poly2_linear,0.0003,glasses_highlight_v1,422,0.36729857819905215,0.3672985781990521,0.36726660115120036,0.0,76,135,132,79
avg6_shape,poly2_linear,0.0003,glasses_highlight_v2,422,0.9146919431279621,0.9146919431279621,0.9140665656040003,0.0,175,36,0,211
avg6_shape,poly2_linear,0.0003,glasses_test_v2,422,0.8364928909952607,0.8364928909952607,0.8352262116967999,0.0,158,53,16,195
avg6_shape,poly2_linear,0.0003,noglasses_highlight_v1,291,0.43986254295532645,0.45427868231730406,0.38348258965127313,0.0,108,31,132,20
avg6_shape,poly2_linear,0.0003,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg6_shape,poly2_linear,0.001,glasses_highlight_v1,422,0.3886255924170616,0.3886255924170616,0.37992072170585023,0.0,57,154,104,107
avg6_shape,poly2_linear,0.001,glasses_highlight_v2,422,0.8436018957345972,0.8436018957345972,0.8396804199668447,0.0,145,66,0,211
avg6_shape,poly2_linear,0.001,glasses_test_v2,422,0.8625592417061612,0.8625592417061612,0.8607577653885539,0.0,158,53,5,206
avg6_shape,poly2_linear,0.001,noglasses_highlight_v1,291,0.4329896907216495,0.4470844377129875,0.3787280843630717,0.0,106,33,132,20
avg6_shape,poly2_linear,0.001,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg6_shape,poly2_linear,0.003,glasses_highlight_v1,422,0.47393364928909953,0.47393364928909953,0.45329131652661064,0.0,59,152,70,141
avg6_shape,poly2_linear,0.003,glasses_highlight_v2,422,0.7819905213270142,0.7819905213270142,0.7711118971819361,0.0,119,92,0,211
avg6_shape,poly2_linear,0.003,glasses_test_v2,422,0.8744075829383886,0.8744075829383886,0.8723948081586079,0.0,158,53,0,211
avg6_shape,poly2_linear,0.003,noglasses_highlight_v1,291,0.436426116838488,0.45068156001514575,0.3811079987550576,0.0,107,32,132,20
avg6_shape,poly2_linear,0.003,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg6_shape,poly2_linear,0.01,glasses_highlight_v1,422,0.4834123222748815,0.4834123222748815,0.45992720441470003,0.0,58,153,65,146
avg6_shape,poly2_linear,0.01,glasses_highlight_v2,422,0.6729857819905213,0.6729857819905214,0.633827967806841,0.0,73,138,0,211
avg6_shape,poly2_linear,0.01,glasses_test_v2,422,0.8483412322274881,0.8483412322274881,0.8447709037404878,0.0,147,64,0,211
avg6_shape,poly2_linear,0.01,noglasses_highlight_v1,291,0.45017182130584193,0.4644547519878834,0.39620292561469034,0.0,109,30,130,22
avg6_shape,poly2_linear,0.01,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg8_runs,linear,0.0003,glasses_highlight_v1,422,0.5521327014218009,0.5521327014218009,0.5482745535587863,0.0,136,75,114,97
avg8_runs,linear,0.0003,glasses_highlight_v2,422,0.7796208530805687,0.7796208530805687,0.7683713518458406,0.0,118,93,0,211
avg8_runs,linear,0.0003,glasses_test_v2,422,0.8364928909952607,0.8364928909952607,0.836337576932805,0.0,170,41,28,183
avg8_runs,linear,0.0003,noglasses_highlight_v1,291,0.48109965635738833,0.4974441499432033,0.41161741272880653,0.0,120,19,132,20
avg8_runs,linear,0.0003,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg8_runs,linear,0.001,glasses_highlight_v1,422,0.490521327014218,0.490521327014218,0.4851760433512072,0.0,125,86,129,82
avg8_runs,linear,0.001,glasses_highlight_v2,422,0.8436018957345972,0.8436018957345972,0.8396804199668447,0.0,145,66,0,211
avg8_runs,linear,0.001,glasses_test_v2,422,0.8317535545023697,0.8317535545023697,0.8317072485747186,0.0,172,39,32,179
avg8_runs,linear,0.001,noglasses_highlight_v1,291,0.49140893470790376,0.5076202196137827,0.4248397435897436,0.0,121,18,130,22
avg8_runs,linear,0.001,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg8_runs,linear,0.003,glasses_highlight_v1,422,0.5118483412322274,0.5118483412322274,0.5116728457476688,0.0,112,99,107,104
avg8_runs,linear,0.003,glasses_highlight_v2,422,0.9312796208530806,0.9312796208530806,0.9309535496465304,0.0,182,29,0,211
avg8_runs,linear,0.003,glasses_test_v2,422,0.8483412322274881,0.8483412322274881,0.8483105679367362,0.0,182,29,35,176
avg8_runs,linear,0.003,noglasses_highlight_v1,291,0.5085910652920962,0.5243752366527831,0.44857881136950906,0.0,122,17,126,26
avg8_runs,linear,0.003,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg8_runs,linear,0.01,glasses_highlight_v1,422,0.542654028436019,0.542654028436019,0.5426514602741419,0.0,114,97,96,115
avg8_runs,linear,0.01,glasses_highlight_v2,422,0.9241706161137441,0.9241706161137441,0.9237320682254603,0.0,179,32,0,211
avg8_runs,linear,0.01,glasses_test_v2,422,0.8436018957345972,0.8436018957345972,0.8435140237324703,0.0,183,28,38,173
avg8_runs,linear,0.01,noglasses_highlight_v1,291,0.5463917525773195,0.5608670957970466,0.5018674136321195,0.0,123,16,116,36
avg8_runs,linear,0.01,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg8_runs,linear,0.03,glasses_highlight_v1,422,0.54739336492891,0.54739336492891,0.5468207962487138,0.0,123,88,103,108
avg8_runs,linear,0.03,glasses_highlight_v2,422,0.9218009478672986,0.9218009478672986,0.9213198112941043,0.0,178,33,0,211
avg8_runs,linear,0.03,glasses_test_v2,422,0.8436018957345972,0.8436018957345972,0.8435140237324703,0.0,183,28,38,173
avg8_runs,linear,0.03,noglasses_highlight_v1,291,0.5979381443298969,0.6102092010602045,0.5717196875353787,0.0,123,16,101,51
avg8_runs,linear,0.03,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg8_runs,linear,0.1,glasses_highlight_v1,422,0.54739336492891,0.54739336492891,0.5452457924995628,0.0,130,81,110,101
avg8_runs,linear,0.1,glasses_highlight_v2,422,0.9241706161137441,0.9241706161137441,0.9237320682254603,0.0,179,32,0,211
avg8_runs,linear,0.1,glasses_test_v2,422,0.8436018957345972,0.8436018957345972,0.8435140237324703,0.0,183,28,38,173
avg8_runs,linear,0.1,noglasses_highlight_v1,291,0.6185567010309279,0.6308689890193109,0.5936827804822824,0.0,126,13,98,54
avg8_runs,linear,0.1,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg8_runs,linear,0.3,glasses_highlight_v1,422,0.5165876777251185,0.5165876777251185,0.5134291915355399,0.0,126,85,119,92
avg8_runs,linear,0.3,glasses_highlight_v2,422,0.9241706161137441,0.9241706161137441,0.9237320682254603,0.0,179,32,0,211
avg8_runs,linear,0.3,glasses_test_v2,422,0.8507109004739336,0.8507109004739336,0.8506698121155952,0.0,183,28,35,176
avg8_runs,linear,0.3,noglasses_highlight_v1,291,0.6185567010309279,0.6308689890193109,0.5936827804822824,0.0,126,13,98,54
avg8_runs,linear,0.3,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg8_runs,linear,1.0,glasses_highlight_v1,422,0.5071090047393365,0.5071090047393365,0.5026404659912513,0.0,127,84,124,87
avg8_runs,linear,1.0,glasses_highlight_v2,422,0.9241706161137441,0.9241706161137441,0.9237320682254603,0.0,179,32,0,211
avg8_runs,linear,1.0,glasses_test_v2,422,0.8507109004739336,0.8507109004739336,0.8506698121155952,0.0,183,28,35,176
avg8_runs,linear,1.0,noglasses_highlight_v1,291,0.6185567010309279,0.6308689890193109,0.5936827804822824,0.0,126,13,98,54
avg8_runs,linear,1.0,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg8_runs,poly2_linear,0.0003,glasses_highlight_v1,422,0.5592417061611374,0.5592417061611374,0.5592318059299192,0.0,119,92,94,117
avg8_runs,poly2_linear,0.0003,glasses_highlight_v2,422,0.7985781990521327,0.7985781990521327,0.7900608103758069,0.0,126,85,0,211
avg8_runs,poly2_linear,0.0003,glasses_test_v2,422,0.7819905213270142,0.7819905213270142,0.7818680330816253,0.0,160,51,41,170
avg8_runs,poly2_linear,0.0003,noglasses_highlight_v1,291,0.5257731958762887,0.5435914426353654,0.4483791208791209,0.0,131,8,130,22
avg8_runs,poly2_linear,0.0003,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg8_runs,poly2_linear,0.001,glasses_highlight_v1,422,0.5876777251184834,0.5876777251184835,0.5870841487279843,0.0,116,95,79,132
avg8_runs,poly2_linear,0.001,glasses_highlight_v2,422,0.6753554502369669,0.6753554502369669,0.6371088723597903,0.0,74,137,0,211
avg8_runs,poly2_linear,0.001,glasses_test_v2,422,0.7677725118483413,0.7677725118483412,0.7670189512585348,0.0,150,61,37,174
avg8_runs,poly2_linear,0.001,noglasses_highlight_v1,291,0.5395189003436426,0.5576722832260508,0.4611111111111111,0.0,134,5,129,23
avg8_runs,poly2_linear,0.001,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg8_runs,poly2_linear,0.003,glasses_highlight_v1,422,0.5995260663507109,0.5995260663507109,0.5985318869868219,0.0,116,95,74,137
avg8_runs,poly2_linear,0.003,glasses_highlight_v2,422,0.5971563981042654,0.5971563981042654,0.5191173316173316,0.0,41,170,0,211
avg8_runs,poly2_linear,0.003,glasses_test_v2,422,0.7867298578199052,0.7867298578199052,0.7851664140100006,0.0,148,63,27,184
avg8_runs,poly2_linear,0.003,noglasses_highlight_v1,291,0.5463917525773195,0.5648665278303673,0.4658471465124041,0.0,136,3,129,23
avg8_runs,poly2_linear,0.003,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg8_runs,poly2_linear,0.01,glasses_highlight_v1,422,0.6161137440758294,0.6161137440758294,0.6126334398585708,0.0,110,101,61,150
avg8_runs,poly2_linear,0.01,glasses_highlight_v2,422,0.523696682464455,0.523696682464455,0.3839326569002709,0.0,10,201,0,211
avg8_runs,poly2_linear,0.01,glasses_test_v2,422,0.7867298578199052,0.7867298578199052,0.7843858573472307,0.0,144,67,23,188
avg8_runs,poly2_linear,0.01,noglasses_highlight_v1,291,0.5463917525773195,0.5648665278303673,0.4658471465124041,0.0,136,3,129,23
avg8_runs,poly2_linear,0.01,noglasses_test_v2,402,0.9950248756218906,0.9947643979057592,0.9950099304865938,0.0,211,0,2,189
avg10_robust,linear,0.0003,glasses_highlight_v1,422,0.518957345971564,0.518957345971564,0.5177631541912713,0.0,99,112,91,120
avg10_robust,linear,0.0003,glasses_highlight_v2,422,0.8696682464454977,0.8696682464454977,0.8674161282767524,0.0,156,55,0,211
avg10_robust,linear,0.0003,glasses_test_v2,422,0.8412322274881516,0.8412322274881516,0.8409741556286735,0.0,169,42,25,186
avg10_robust,linear,0.0003,noglasses_highlight_v1,291,0.49140893470790376,0.5076202196137827,0.4248397435897436,0.0,121,18,130,22
avg10_robust,linear,0.0003,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg10_robust,linear,0.001,glasses_highlight_v1,422,0.4928909952606635,0.4928909952606635,0.49260607695073716,0.0,99,112,102,109
avg10_robust,linear,0.001,glasses_highlight_v2,422,0.9289099526066351,0.9289099526066351,0.9285488531695865,0.0,181,30,0,211
avg10_robust,linear,0.001,glasses_test_v2,422,0.8388625592417062,0.8388625592417062,0.8388299784327822,0.0,174,37,31,180
avg10_robust,linear,0.001,noglasses_highlight_v1,291,0.5085910652920962,0.5246828852707308,0.4457290515071194,0.0,123,16,127,25
avg10_robust,linear,0.001,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg10_robust,linear,0.003,glasses_highlight_v1,422,0.523696682464455,0.523696682464455,0.5207661233368175,0.0,94,117,84,127
avg10_robust,linear,0.003,glasses_highlight_v2,422,0.9241706161137441,0.9241706161137441,0.9237320682254603,0.0,179,32,0,211
avg10_robust,linear,0.003,glasses_test_v2,422,0.8530805687203792,0.8530805687203791,0.8530277496910459,0.0,184,27,35,176
avg10_robust,linear,0.003,noglasses_highlight_v1,291,0.5120274914089347,0.5279723589549413,0.4510309278350515,0.0,123,16,126,26
avg10_robust,linear,0.003,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg10_robust,linear,0.01,glasses_highlight_v1,422,0.5687203791469194,0.5687203791469194,0.5651947463768116,0.0,101,110,72,139
avg10_robust,linear,0.01,glasses_highlight_v2,422,0.8815165876777251,0.8815165876777251,0.8798295972298159,0.0,161,50,0,211
avg10_robust,linear,0.01,glasses_test_v2,422,0.8649289099526066,0.8649289099526066,0.8646545466821964,0.0,192,19,38,173
avg10_robust,linear,0.01,noglasses_highlight_v1,291,0.5360824742268041,0.5516139719803105,0.48203573076669526,0.0,125,14,121,31
avg10_robust,linear,0.01,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg10_robust,linear,0.03,glasses_highlight_v1,422,0.5639810426540285,0.5639810426540285,0.5631863186318632,0.0,110,101,83,128
avg10_robust,linear,0.03,glasses_highlight_v2,422,0.8317535545023697,0.8317535545023697,0.8268522852701352,0.0,140,71,0,211
avg10_robust,linear,0.03,glasses_test_v2,422,0.8720379146919431,0.872037914691943,0.8717498480448436,0.0,194,17,37,174
avg10_robust,linear,0.03,noglasses_highlight_v1,291,0.6151202749140894,0.6281948125709959,0.5861438439658675,0.0,128,11,101,51
avg10_robust,linear,0.03,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg10_robust,linear,0.1,glasses_highlight_v1,422,0.5521327014218009,0.5521327014218009,0.5517072759463789,0.0,110,101,88,123
avg10_robust,linear,0.1,glasses_highlight_v2,422,0.7819905213270142,0.7819905213270142,0.7711118971819361,0.0,119,92,0,211
avg10_robust,linear,0.1,glasses_test_v2,422,0.8767772511848341,0.8767772511848341,0.8765526552655265,0.0,194,17,35,176
avg10_robust,linear,0.1,noglasses_highlight_v1,291,0.6563573883161512,0.6679761453994699,0.6371209098164405,0.0,129,10,90,62
avg10_robust,linear,0.1,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg10_robust,linear,0.3,glasses_highlight_v1,422,0.54739336492891,0.54739336492891,0.5473298176447132,0.0,113,98,93,118
avg10_robust,linear,0.3,glasses_highlight_v2,422,0.7559241706161137,0.7559241706161137,0.7404627556351695,0.0,108,103,0,211
avg10_robust,linear,0.3,glasses_test_v2,422,0.8815165876777251,0.8815165876777251,0.8813006300630063,0.0,195,16,34,177
avg10_robust,linear,0.3,noglasses_highlight_v1,291,0.6666666666666666,0.6781522150700492,0.6485901027077497,0.0,130,9,88,64
avg10_robust,linear,0.3,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg10_robust,linear,1.0,glasses_highlight_v1,422,0.5284360189573459,0.5284360189573459,0.5281153947730708,0.0,117,94,105,106
avg10_robust,linear,1.0,glasses_highlight_v2,422,0.7464454976303317,0.7464454976303317,0.729024514657785,0.0,104,107,0,211
avg10_robust,linear,1.0,glasses_test_v2,422,0.8886255924170616,0.8886255924170616,0.8883491046649741,0.0,198,13,34,177
avg10_robust,linear,1.0,noglasses_highlight_v1,291,0.6701030927835051,0.6814416887542597,0.6527791587948693,0.0,130,9,87,65
avg10_robust,linear,1.0,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg12_contrast,linear,0.0003,glasses_highlight_v1,422,0.7606635071090048,0.7606635071090048,0.7484463068433322,0.0,207,4,97,114
avg12_contrast,linear,0.0003,glasses_highlight_v2,422,0.9620853080568721,0.9620853080568721,0.9620307263198147,0.0,195,16,0,211
avg12_contrast,linear,0.0003,glasses_test_v2,422,0.7796208530805687,0.7796208530805687,0.7683713518458406,0.0,118,93,0,211
avg12_contrast,linear,0.0003,noglasses_highlight_v1,291,0.6288659793814433,0.641352707307838,0.603941929630003,0.0,128,11,97,55
avg12_contrast,linear,0.0003,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg12_contrast,linear,0.001,glasses_highlight_v1,422,0.7132701421800948,0.7132701421800948,0.6902686538193243,0.0,208,3,118,93
avg12_contrast,linear,0.001,glasses_highlight_v2,422,0.9052132701421801,0.9052132701421801,0.9043539357675483,0.0,171,40,0,211
avg12_contrast,linear,0.001,glasses_test_v2,422,0.7772511848341233,0.7772511848341233,0.7656220457553413,0.0,117,94,0,211
avg12_contrast,linear,0.001,noglasses_highlight_v1,291,0.5532646048109966,0.5683689890193109,0.5048429319371728,0.0,126,13,117,35
avg12_contrast,linear,0.001,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg12_contrast,linear,0.003,glasses_highlight_v1,422,0.7322274881516587,0.7322274881516587,0.7138296276292495,0.0,208,3,110,101
avg12_contrast,linear,0.003,glasses_highlight_v2,422,0.8767772511848341,0.8767772511848342,0.8748774090546243,0.0,159,52,0,211
avg12_contrast,linear,0.003,glasses_test_v2,422,0.7748815165876777,0.7748815165876777,0.7628638522645941,0.0,116,95,0,211
avg12_contrast,linear,0.003,noglasses_highlight_v1,291,0.5326460481099656,0.5483244982961,0.4768954213809876,0.0,125,14,122,30
avg12_contrast,linear,0.003,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg12_contrast,linear,0.01,glasses_highlight_v1,422,0.7274881516587678,0.7274881516587678,0.710225406777131,0.0,205,6,109,102
avg12_contrast,linear,0.01,glasses_highlight_v2,422,0.8767772511848341,0.8767772511848342,0.8748774090546243,0.0,159,52,0,211
avg12_contrast,linear,0.01,glasses_test_v2,422,0.7725118483412322,0.7725118483412322,0.7600966435322264,0.0,115,96,0,211
avg12_contrast,linear,0.01,noglasses_highlight_v1,291,0.5670103092783505,0.5809115865202574,0.528666186754422,0.0,124,15,111,41
avg12_contrast,linear,0.01,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg12_contrast,linear,0.03,glasses_highlight_v1,422,0.6753554502369669,0.6753554502369669,0.649312442754111,0.0,200,11,126,85
avg12_contrast,linear,0.03,glasses_highlight_v2,422,0.8696682464454977,0.8696682464454977,0.8674161282767524,0.0,156,55,0,211
avg12_contrast,linear,0.03,glasses_test_v2,422,0.7701421800947867,0.7701421800947867,0.7573202904994812,0.0,114,97,0,211
avg12_contrast,linear,0.03,noglasses_highlight_v1,291,0.6769759450171822,0.6858670957970466,0.667549829849295,0.0,123,16,78,74
avg12_contrast,linear,0.03,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg12_contrast,linear,0.1,glasses_highlight_v1,422,0.6492890995260664,0.6492890995260663,0.6161467168178578,0.0,199,12,136,75
avg12_contrast,linear,0.1,glasses_highlight_v2,422,0.8459715639810427,0.8459715639810427,0.8422284724978286,0.0,146,65,0,211
avg12_contrast,linear,0.1,glasses_test_v2,422,0.7654028436018957,0.7654028436018958,0.7517396290772093,0.0,112,99,0,211
avg12_contrast,linear,0.1,noglasses_highlight_v1,291,0.7835051546391752,0.7878407800075728,0.7826736370425691,0.0,123,16,47,105
avg12_contrast,linear,0.1,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg12_contrast,linear,0.3,glasses_highlight_v1,422,0.6421800947867299,0.6421800947867299,0.6065450279398599,0.0,199,12,139,72
avg12_contrast,linear,0.3,glasses_highlight_v2,422,0.8175355450236966,0.8175355450236967,0.8112514884842148,0.0,134,77,0,211
avg12_contrast,linear,0.3,glasses_test_v2,422,0.7677725118483413,0.7677725118483412,0.7545346628679962,0.0,113,98,0,211
avg12_contrast,linear,0.3,noglasses_highlight_v1,291,0.7800687285223368,0.7820901173797803,0.780045351473923,0.0,115,24,40,112
avg12_contrast,linear,0.3,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg12_contrast,linear,1.0,glasses_highlight_v1,422,0.6398104265402843,0.6398104265402844,0.604557111856382,0.0,198,13,139,72
avg12_contrast,linear,1.0,glasses_highlight_v2,422,0.8151658767772512,0.8151658767772512,0.8086279069767441,0.0,133,78,0,211
avg12_contrast,linear,1.0,glasses_test_v2,422,0.7654028436018957,0.7654028436018958,0.7517396290772093,0.0,112,99,0,211
avg12_contrast,linear,1.0,noglasses_highlight_v1,291,0.7697594501718213,0.7716063990912534,0.769748573992938,0.0,113,26,41,111
avg12_contrast,linear,1.0,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr4,linear,0.0003,glasses_highlight_v1,422,0.6943127962085308,0.6943127962085308,0.6733099288864884,0.0,93,118,11,200
lr4,linear,0.0003,glasses_highlight_v2,422,1.0,1.0,1.0,0.0,211,0,0,211
lr4,linear,0.0003,glasses_test_v2,422,0.6421800947867299,0.6421800947867299,0.6101270779415454,0.0,196,15,136,75
lr4,linear,0.0003,noglasses_highlight_v1,291,0.38144329896907214,0.3817446043165468,0.38137755102040816,0.0,54,85,95,57
lr4,linear,0.0003,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr4,linear,0.001,glasses_highlight_v1,422,0.7440758293838863,0.7440758293838863,0.7387955342610211,0.0,127,84,24,187
lr4,linear,0.001,glasses_highlight_v2,422,1.0,1.0,1.0,0.0,211,0,0,211
lr4,linear,0.001,glasses_test_v2,422,0.7203791469194313,0.7203791469194313,0.7064261289942224,0.0,198,13,105,106
lr4,linear,0.001,noglasses_highlight_v1,291,0.44673539518900346,0.4491669822037107,0.4460812712074816,0.0,70,69,92,60
lr4,linear,0.001,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr4,linear,0.003,glasses_highlight_v1,422,0.7203791469194313,0.7203791469194313,0.7185521794176162,0.0,135,76,42,169
lr4,linear,0.003,glasses_highlight_v2,422,1.0,1.0,1.0,0.0,211,0,0,211
lr4,linear,0.003,glasses_test_v2,422,0.7203791469194313,0.7203791469194313,0.7115081572117168,0.0,189,22,96,115
lr4,linear,0.003,noglasses_highlight_v1,291,0.44329896907216493,0.4477234002271867,0.4397994105903603,0.0,76,63,99,53
lr4,linear,0.003,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr4,linear,0.01,glasses_highlight_v1,422,0.6729857819905213,0.6729857819905214,0.6729196621135873,0.0,139,72,66,145
lr4,linear,0.01,glasses_highlight_v2,422,1.0,1.0,1.0,0.0,211,0,0,211
lr4,linear,0.01,glasses_test_v2,422,0.7322274881516587,0.7322274881516588,0.7253031481321466,0.0,188,23,90,121
lr4,linear,0.01,noglasses_highlight_v1,291,0.42955326460481097,0.43702669443392655,0.4168195866331852,0.0,84,55,111,41
lr4,linear,0.01,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr4,linear,0.03,glasses_highlight_v1,422,0.6611374407582938,0.6611374407582938,0.6611355379233279,0.0,139,72,71,140
lr4,linear,0.03,glasses_highlight_v2,422,1.0,1.0,1.0,0.0,211,0,0,211
lr4,linear,0.03,glasses_test_v2,422,0.7393364928909952,0.7393364928909953,0.7335858585858586,0.0,187,24,86,125
lr4,linear,0.03,noglasses_highlight_v1,291,0.41237113402061853,0.42088697463082164,0.39449507793772287,0.0,85,54,117,35
lr4,linear,0.03,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr4,linear,0.1,glasses_highlight_v1,422,0.6563981042654028,0.6563981042654028,0.6563961748173603,0.0,139,72,73,138
lr4,linear,0.1,glasses_highlight_v2,422,1.0,1.0,1.0,0.0,211,0,0,211
lr4,linear,0.1,glasses_test_v2,422,0.7345971563981043,0.7345971563981042,0.7287419651056015,0.0,186,25,87,124
lr4,linear,0.1,noglasses_highlight_v1,291,0.41237113402061853,0.42088697463082164,0.39449507793772287,0.0,85,54,117,35
lr4,linear,0.1,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr4,linear,0.3,glasses_highlight_v1,422,0.6563981042654028,0.6563981042654028,0.6563961748173603,0.0,139,72,73,138
lr4,linear,0.3,glasses_highlight_v2,422,1.0,1.0,1.0,0.0,211,0,0,211
lr4,linear,0.3,glasses_test_v2,422,0.7369668246445498,0.7369668246445498,0.7313535555134978,0.0,186,25,86,125
lr4,linear,0.3,noglasses_highlight_v1,291,0.41237113402061853,0.42088697463082164,0.39449507793772287,0.0,85,54,117,35
lr4,linear,0.3,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr4,linear,1.0,glasses_highlight_v1,422,0.6563981042654028,0.6563981042654028,0.6563961748173603,0.0,139,72,73,138
lr4,linear,1.0,glasses_highlight_v2,422,1.0,1.0,1.0,0.0,211,0,0,211
lr4,linear,1.0,glasses_test_v2,422,0.7369668246445498,0.7369668246445498,0.7313535555134978,0.0,186,25,86,125
lr4,linear,1.0,noglasses_highlight_v1,291,0.41237113402061853,0.42088697463082164,0.39449507793772287,0.0,85,54,117,35
lr4,linear,1.0,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr4,poly2_linear,0.0003,glasses_highlight_v1,422,0.6658767772511849,0.6658767772511849,0.6650473139949225,0.0,130,81,60,151
lr4,poly2_linear,0.0003,glasses_highlight_v2,422,0.9928909952606635,0.9928909952606635,0.992890635967991,0.0,211,0,3,208
lr4,poly2_linear,0.0003,glasses_test_v2,422,0.8270142180094787,0.8270142180094786,0.8256741080270492,0.0,193,18,55,156
lr4,poly2_linear,0.0003,noglasses_highlight_v1,291,0.40893470790378006,0.41790514956455893,0.38865546218487396,0.0,86,53,119,33
lr4,poly2_linear,0.0003,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr4,poly2_linear,0.001,glasses_highlight_v1,422,0.6137440758293838,0.613744075829384,0.6135683106464498,0.0,125,86,77,134
lr4,poly2_linear,0.001,glasses_highlight_v2,422,0.990521327014218,0.990521327014218,0.9905204753240335,0.0,211,0,4,207
lr4,poly2_linear,0.001,glasses_test_v2,422,0.8483412322274881,0.8483412322274881,0.8479279279279279,0.0,190,21,43,168
lr4,poly2_linear,0.001,noglasses_highlight_v1,291,0.40893470790378006,0.41882809541840216,0.3835960591133005,0.0,89,50,122,30
lr4,poly2_linear,0.001,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr4,poly2_linear,0.003,glasses_highlight_v1,422,0.5687203791469194,0.5687203791469195,0.5687106918238993,0.0,119,92,90,121
lr4,poly2_linear,0.003,glasses_highlight_v2,422,0.990521327014218,0.990521327014218,0.9905204753240335,0.0,211,0,4,207
lr4,poly2_linear,0.003,glasses_test_v2,422,0.8364928909952607,0.8364928909952607,0.8360869834443236,0.0,187,24,45,166
lr4,poly2_linear,0.003,noglasses_highlight_v1,291,0.436426116838488,0.44606683074592957,0.41394046566460363,0.0,92,47,117,35
lr4,poly2_linear,0.003,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr4,poly2_linear,0.01,glasses_highlight_v1,422,0.5379146919431279,0.5379146919431279,0.5378913379194159,0.0,115,96,99,112
lr4,poly2_linear,0.01,glasses_highlight_v2,422,0.9928909952606635,0.9928909952606635,0.992890635967991,0.0,211,0,3,208
lr4,poly2_linear,0.01,glasses_test_v2,422,0.8364928909952607,0.8364928909952607,0.835605765485002,0.0,192,19,50,161
