feature_set,model,C,holdout_session,samples,accuracy,balanced_accuracy,macro_f1,threshold,cm00,cm01,cm10,cm11
lr4,poly2_linear,0.01,noglasses_highlight_v1,291,0.5395189003436426,0.5462892843619841,0.531952179758018,0.0,97,42,92,60
lr4,poly2_linear,0.01,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr8_shape,linear,0.0003,glasses_highlight_v1,422,0.6327014218009479,0.6327014218009479,0.6326993592875232,0.0,133,78,77,134
lr8_shape,linear,0.0003,glasses_highlight_v2,422,0.995260663507109,0.9952606635071091,0.9952605570530099,0.0,209,2,0,211
lr8_shape,linear,0.0003,glasses_test_v2,422,0.8744075829383886,0.8744075829383886,0.8744012354345079,0.0,183,28,25,186
lr8_shape,linear,0.0003,noglasses_highlight_v1,291,0.5532646048109966,0.5603701249526695,0.5450937950937951,0.0,100,39,91,61
lr8_shape,linear,0.0003,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr8_shape,linear,0.001,glasses_highlight_v1,422,0.6137440758293838,0.613744075829384,0.6110687044481762,0.0,147,64,99,112
lr8_shape,linear,0.001,glasses_highlight_v2,422,0.995260663507109,0.9952606635071091,0.9952605570530099,0.0,209,2,0,211
lr8_shape,linear,0.001,glasses_test_v2,422,0.8838862559241706,0.8838862559241706,0.8838803874771866,0.0,185,26,23,188
lr8_shape,linear,0.001,noglasses_highlight_v1,291,0.5601374570446735,0.5678720181749337,0.5503187174039019,0.0,103,36,92,60
lr8_shape,linear,0.001,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr8_shape,linear,0.003,glasses_highlight_v1,422,0.5995260663507109,0.5995260663507109,0.5953244247737397,0.0,148,63,106,105
lr8_shape,linear,0.003,glasses_highlight_v2,422,0.9976303317535545,0.9976303317535544,0.9976303184470163,0.0,210,1,0,211
lr8_shape,linear,0.003,glasses_test_v2,422,0.8838862559241706,0.8838862559241706,0.8838803874771866,0.0,185,26,23,188
lr8_shape,linear,0.003,noglasses_highlight_v1,291,0.563573883161512,0.5717767890950397,0.5523890268273481,0.0,105,34,93,59
lr8_shape,linear,0.003,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr8_shape,linear,0.01,glasses_highlight_v1,422,0.5924170616113744,0.5924170616113744,0.5870747525315736,0.0,149,62,110,101
lr8_shape,linear,0.01,glasses_highlight_v2,422,0.9976303317535545,0.9976303317535544,0.9976303184470163,0.0,210,1,0,211
lr8_shape,linear,0.01,glasses_test_v2,422,0.8791469194312796,0.8791469194312796,0.8791408114558472,0.0,184,27,24,187
lr8_shape,linear,0.01,noglasses_highlight_v1,291,0.5738831615120275,0.5825681560015146,0.5614487117160913,0.0,108,31,93,59
lr8_shape,linear,0.01,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr8_shape,linear,0.03,glasses_highlight_v1,422,0.5876777251184834,0.5876777251184834,0.5818069983597594,0.0,149,62,112,99
lr8_shape,linear,0.03,glasses_highlight_v2,422,0.995260663507109,0.9952606635071091,0.9952605570530099,0.0,209,2,0,211
lr8_shape,linear,0.03,glasses_test_v2,422,0.8838862559241706,0.8838862559241707,0.8838856039037977,0.0,186,25,24,187
lr8_shape,linear,0.03,noglasses_highlight_v1,291,0.5738831615120275,0.5825681560015146,0.5614487117160913,0.0,108,31,93,59
lr8_shape,linear,0.03,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr8_shape,linear,0.1,glasses_highlight_v1,422,0.5829383886255924,0.5829383886255923,0.5765081537233436,0.0,149,62,114,97
lr8_shape,linear,0.1,glasses_highlight_v2,422,0.995260663507109,0.9952606635071091,0.9952605570530099,0.0,209,2,0,211
lr8_shape,linear,0.1,glasses_test_v2,422,0.8838862559241706,0.8838862559241707,0.8838856039037977,0.0,186,25,24,187
lr8_shape,linear,0.1,noglasses_highlight_v1,291,0.5773195876288659,0.5861652783036728,0.5644613718499409,0.0,109,30,93,59
lr8_shape,linear,0.1,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr8_shape,linear,0.3,glasses_highlight_v1,422,0.5853080568720379,0.5853080568720379,0.5800995024875621,0.0,147,64,111,100
lr8_shape,linear,0.3,glasses_highlight_v2,422,0.995260663507109,0.9952606635071091,0.9952605570530099,0.0,209,2,0,211
lr8_shape,linear,0.3,glasses_test_v2,422,0.8838862559241706,0.8838862559241707,0.8838856039037977,0.0,186,25,24,187
lr8_shape,linear,0.3,noglasses_highlight_v1,291,0.5773195876288659,0.5861652783036728,0.5644613718499409,0.0,109,30,93,59
lr8_shape,linear,0.3,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr8_shape,linear,1.0,glasses_highlight_v1,422,0.5781990521327014,0.5781990521327014,0.5726703834338378,0.0,146,65,113,98
lr8_shape,linear,1.0,glasses_highlight_v2,422,0.995260663507109,0.9952606635071091,0.9952605570530099,0.0,209,2,0,211
lr8_shape,linear,1.0,glasses_test_v2,422,0.8838862559241706,0.8838862559241707,0.8838856039037977,0.0,186,25,24,187
lr8_shape,linear,1.0,noglasses_highlight_v1,291,0.5807560137457045,0.5897624006058311,0.5674707602339181,0.0,110,29,93,59
lr8_shape,linear,1.0,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr8_shape,poly2_linear,0.0003,glasses_highlight_v1,422,0.6042654028436019,0.6042654028436019,0.6021183019709467,0.0,143,68,99,112
lr8_shape,poly2_linear,0.0003,glasses_highlight_v2,422,0.995260663507109,0.9952606635071091,0.9952605570530099,0.0,209,2,0,211
lr8_shape,poly2_linear,0.0003,glasses_test_v2,422,0.9502369668246445,0.9502369668246445,0.950203132111731,0.0,195,16,5,206
lr8_shape,poly2_linear,0.0003,noglasses_highlight_v1,291,0.46735395189003437,0.482132714880727,0.41101578720570375,0.0,113,26,129,23
lr8_shape,poly2_linear,0.0003,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr8_shape,poly2_linear,0.001,glasses_highlight_v1,422,0.5995260663507109,0.5995260663507109,0.5973532516951496,0.0,142,69,100,111
lr8_shape,poly2_linear,0.001,glasses_highlight_v2,422,0.995260663507109,0.9952606635071091,0.9952605570530099,0.0,209,2,0,211
lr8_shape,poly2_linear,0.001,glasses_test_v2,422,0.966824644549763,0.966824644549763,0.9668238993710692,0.0,205,6,8,203
lr8_shape,poly2_linear,0.001,noglasses_highlight_v1,291,0.5017182130584192,0.5171809920484665,0.44366800711978377,0.0,120,19,126,26
lr8_shape,poly2_linear,0.001,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr8_shape,poly2_linear,0.003,glasses_highlight_v1,422,0.5995260663507109,0.5995260663507109,0.5973532516951496,0.0,142,69,100,111
lr8_shape,poly2_linear,0.003,glasses_highlight_v2,422,0.9976303317535545,0.9976303317535544,0.9976303184470163,0.0,210,1,0,211
lr8_shape,poly2_linear,0.003,glasses_test_v2,422,0.9478672985781991,0.9478672985781991,0.9478251095875014,0.0,206,5,17,194
lr8_shape,poly2_linear,0.003,noglasses_highlight_v1,291,0.5773195876288659,0.5907800075728891,0.5427626116171229,0.0,124,15,108,44
lr8_shape,poly2_linear,0.003,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr8_shape,poly2_linear,0.01,glasses_highlight_v1,422,0.590047393364929,0.590047393364929,0.588102209960337,0.0,139,72,101,110
lr8_shape,poly2_linear,0.01,glasses_highlight_v2,422,1.0,1.0,1.0,0.0,211,0,0,211
lr8_shape,poly2_linear,0.01,glasses_test_v2,422,0.9170616113744076,0.9170616113744076,0.9168557162398743,0.0,204,7,28,183
lr8_shape,poly2_linear,0.01,noglasses_highlight_v1,291,0.6254295532646048,0.6368326391518364,0.6051167133520075,0.0,124,15,94,58
lr8_shape,poly2_linear,0.01,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr12_shape,linear,0.0003,glasses_highlight_v1,422,0.6137440758293838,0.613744075829384,0.6133771744934379,0.0,136,75,88,123
lr12_shape,linear,0.0003,glasses_highlight_v2,422,0.976303317535545,0.976303317535545,0.9762900035958288,0.0,201,10,0,211
lr12_shape,linear,0.0003,glasses_test_v2,422,0.8199052132701422,0.8199052132701422,0.8161894500355333,0.0,203,8,68,143
lr12_shape,linear,0.0003,noglasses_highlight_v1,291,0.6666666666666666,0.6787675123059447,0.6461939559544252,0.0,132,7,90,62
lr12_shape,linear,0.0003,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr12_shape,linear,0.001,glasses_highlight_v1,422,0.5829383886255924,0.5829383886255924,0.5787658802177859,0.0,144,67,109,102
lr12_shape,linear,0.001,glasses_highlight_v2,422,0.985781990521327,0.985781990521327,0.9857791157440691,0.0,205,6,0,211
lr12_shape,linear,0.001,glasses_test_v2,422,0.8127962085308057,0.8127962085308057,0.807342683610432,0.0,207,4,75,136
lr12_shape,linear,0.001,noglasses_highlight_v1,291,0.7250859106529209,0.7368421052631579,0.7096967278531525,0.0,139,0,80,72
lr12_shape,linear,0.001,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr12_shape,linear,0.003,glasses_highlight_v1,422,0.5853080568720379,0.5853080568720379,0.5813563261395781,0.0,144,67,108,103
lr12_shape,linear,0.003,glasses_highlight_v2,422,0.981042654028436,0.981042654028436,0.9810358386698124,0.0,203,8,0,211
lr12_shape,linear,0.003,glasses_test_v2,422,0.7890995260663507,0.7890995260663507,0.7814400353811328,0.0,206,5,84,127
lr12_shape,linear,0.003,noglasses_highlight_v1,291,0.7457044673539519,0.756578947368421,0.7340167984189723,0.0,139,0,74,78
lr12_shape,linear,0.003,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr12_shape,linear,0.01,glasses_highlight_v1,422,0.5876777251184834,0.5876777251184835,0.5849837221920782,0.0,141,70,104,107
lr12_shape,linear,0.01,glasses_highlight_v2,422,0.9691943127962085,0.9691943127962086,0.9691650507264705,0.0,198,13,0,211
lr12_shape,linear,0.01,glasses_test_v2,422,0.7654028436018957,0.7654028436018957,0.754482466811234,0.0,206,5,94,117
lr12_shape,linear,0.01,noglasses_highlight_v1,291,0.7422680412371134,0.7508282847406286,0.7356628111185126,0.0,131,8,67,85
lr12_shape,linear,0.01,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr12_shape,linear,0.03,glasses_highlight_v1,422,0.5924170616113744,0.5924170616113744,0.5900598667118491,0.0,141,70,102,109
lr12_shape,linear,0.03,glasses_highlight_v2,422,0.95260663507109,0.95260663507109,0.9524999437203125,0.0,191,20,0,211
lr12_shape,linear,0.03,glasses_test_v2,422,0.7630331753554502,0.7630331753554502,0.7506617508035545,0.0,208,3,97,114
lr12_shape,linear,0.03,noglasses_highlight_v1,291,0.7010309278350515,0.7079704657326771,0.6963842417701025,0.0,120,19,68,84
lr12_shape,linear,0.03,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr12_shape,linear,0.1,glasses_highlight_v1,422,0.5876777251184834,0.5876777251184834,0.5846550670860013,0.0,142,69,105,106
lr12_shape,linear,0.1,glasses_highlight_v2,422,0.933649289099526,0.933649289099526,0.933355893965031,0.0,183,28,0,211
lr12_shape,linear,0.1,glasses_test_v2,422,0.7654028436018957,0.7654028436018958,0.7539619441352626,0.0,207,4,95,116
lr12_shape,linear,0.1,noglasses_highlight_v1,291,0.6872852233676976,0.6945049223778872,0.6818602304263729,0.0,119,20,71,81
lr12_shape,linear,0.1,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr12_shape,linear,0.3,glasses_highlight_v1,422,0.590047393364929,0.5900473933649288,0.5875250713296987,0.0,141,70,103,108
lr12_shape,linear,0.3,glasses_highlight_v2,422,0.919431279620853,0.919431279620853,0.9189048652559233,0.0,177,34,0,211
lr12_shape,linear,0.3,glasses_test_v2,422,0.7654028436018957,0.7654028436018958,0.7539619441352626,0.0,207,4,95,116
lr12_shape,linear,0.3,noglasses_highlight_v1,291,0.6838487972508591,0.6909078000757289,0.6786537353562512,0.0,118,21,71,81
lr12_shape,linear,0.3,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr12_shape,linear,1.0,glasses_highlight_v1,422,0.5971563981042654,0.5971563981042654,0.5965764671480307,0.0,134,77,93,118
lr12_shape,linear,1.0,glasses_highlight_v2,422,0.8886255924170616,0.8886255924170616,0.887226723525231,0.0,164,47,0,211
lr12_shape,linear,1.0,glasses_test_v2,422,0.7677725118483413,0.7677725118483412,0.7567065135542168,0.0,207,4,94,117
lr12_shape,linear,1.0,noglasses_highlight_v1,291,0.6838487972508591,0.6909078000757289,0.6786537353562512,0.0,118,21,71,81
lr12_shape,linear,1.0,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr20_rich,linear,0.0003,glasses_highlight_v1,422,0.6303317535545023,0.6303317535545023,0.6293243243243243,0.0,122,89,67,144
lr20_rich,linear,0.0003,glasses_highlight_v2,422,0.9620853080568721,0.9620853080568721,0.9620307263198147,0.0,195,16,0,211
lr20_rich,linear,0.0003,glasses_test_v2,422,0.8412322274881516,0.8412322274881516,0.8384887380825893,0.0,205,6,61,150
lr20_rich,linear,0.0003,noglasses_highlight_v1,291,0.7010309278350515,0.7138157894736842,0.6803610883151316,0.0,139,0,87,65
lr20_rich,linear,0.0003,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr20_rich,linear,0.001,glasses_highlight_v1,422,0.6279620853080569,0.6279620853080569,0.6276086895427592,0.0,139,72,85,126
lr20_rich,linear,0.001,glasses_highlight_v2,422,0.9691943127962085,0.9691943127962086,0.9691650507264705,0.0,198,13,0,211
lr20_rich,linear,0.001,glasses_test_v2,422,0.8388625592417062,0.8388625592417062,0.8348222508749309,0.0,210,1,67,144
lr20_rich,linear,0.001,noglasses_highlight_v1,291,0.7216494845360825,0.7335526315789473,0.7055722797506776,0.0,139,0,81,71
lr20_rich,linear,0.001,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr20_rich,linear,0.003,glasses_highlight_v1,422,0.6161137440758294,0.6161137440758293,0.6155611039881234,0.0,138,73,89,122
lr20_rich,linear,0.003,glasses_highlight_v2,422,0.9691943127962085,0.9691943127962086,0.9691650507264705,0.0,198,13,0,211
lr20_rich,linear,0.003,glasses_test_v2,422,0.8127962085308057,0.8127962085308057,0.8082469127281302,0.0,204,7,72,139
lr20_rich,linear,0.003,noglasses_highlight_v1,291,0.7353951890034365,0.7467105263157895,0.721945771545573,0.0,139,0,77,75
lr20_rich,linear,0.003,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr20_rich,linear,0.01,glasses_highlight_v1,422,0.5924170616113744,0.5924170616113744,0.5914995159946872,0.0,135,76,96,115
lr20_rich,linear,0.01,glasses_highlight_v2,422,0.9691943127962085,0.9691943127962086,0.9691650507264705,0.0,198,13,0,211
lr20_rich,linear,0.01,glasses_test_v2,422,0.7938388625592417,0.7938388625592416,0.7888288785740168,0.0,200,11,76,135
lr20_rich,linear,0.01,noglasses_highlight_v1,291,0.718213058419244,0.7287249148049981,0.7061330049261083,0.0,134,5,77,75
lr20_rich,linear,0.01,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr20_rich,linear,0.03,glasses_highlight_v1,422,0.5734597156398105,0.5734597156398105,0.5720756247605742,0.0,133,78,102,109
lr20_rich,linear,0.03,glasses_highlight_v2,422,0.9691943127962085,0.9691943127962086,0.9691650507264705,0.0,198,13,0,211
lr20_rich,linear,0.03,glasses_test_v2,422,0.7819905213270142,0.7819905213270142,0.7768581741269514,0.0,197,14,78,133
lr20_rich,linear,0.03,noglasses_highlight_v1,291,0.697594501718213,0.7062192351382053,0.6894946163546416,0.0,125,14,74,78
lr20_rich,linear,0.03,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr20_rich,linear,0.1,glasses_highlight_v1,422,0.566350710900474,0.566350710900474,0.5648234240021639,0.0,132,79,104,107
lr20_rich,linear,0.1,glasses_highlight_v2,422,0.9739336492890995,0.9739336492890995,0.9739159263442401,0.0,200,11,0,211
lr20_rich,linear,0.1,glasses_test_v2,422,0.7748815165876777,0.7748815165876777,0.7697498779542257,0.0,195,16,79,132
lr20_rich,linear,0.1,noglasses_highlight_v1,291,0.6907216494845361,0.6977943960620977,0.6856395237180718,0.0,119,20,70,82
lr20_rich,linear,0.1,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr20_rich,linear,0.3,glasses_highlight_v1,422,0.5734597156398105,0.5734597156398105,0.5722972972972973,0.0,132,79,101,110
lr20_rich,linear,0.3,glasses_highlight_v2,422,0.9739336492890995,0.9739336492890995,0.9739159263442401,0.0,200,11,0,211
lr20_rich,linear,0.3,glasses_test_v2,422,0.7748815165876777,0.7748815165876777,0.7700773673313719,0.0,194,17,78,133
lr20_rich,linear,0.3,noglasses_highlight_v1,291,0.6907216494845361,0.6971790988262022,0.6866925064599483,0.0,117,22,68,84
lr20_rich,linear,0.3,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
lr20_rich,linear,1.0,glasses_highlight_v1,422,0.5710900473933649,0.5710900473933649,0.5702188236750448,0.0,130,81,100,111
lr20_rich,linear,1.0,glasses_highlight_v2,422,0.9786729857819905,0.9786729857819905,0.978663280955939,0.0,202,9,0,211
lr20_rich,linear,1.0,glasses_test_v2,422,0.7843601895734598,0.7843601895734598,0.7806339576942631,0.0,193,18,73,138
lr20_rich,linear,1.0,noglasses_highlight_v1,291,0.6838487972508591,0.6906001514577811,0.6792082055214723,0.0,117,22,70,82
lr20_rich,linear,1.0,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg_diff8,linear,0.0003,glasses_highlight_v1,422,0.5781990521327014,0.5781990521327014,0.5133965588723052,0.0,45,166,12,199
avg_diff8,linear,0.0003,glasses_highlight_v2,422,1.0,1.0,1.0,0.0,211,0,0,211
avg_diff8,linear,0.0003,glasses_test_v2,422,0.9383886255924171,0.9383886255924171,0.9383207411404929,0.0,205,6,20,191
avg_diff8,linear,0.0003,noglasses_highlight_v1,291,0.6391752577319587,0.6478369935630444,0.6290833606467825,0.0,117,22,83,69
avg_diff8,linear,0.0003,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg_diff8,linear,0.001,glasses_highlight_v1,422,0.6018957345971564,0.6018957345971564,0.5642746515229736,0.0,65,146,22,189
avg_diff8,linear,0.001,glasses_highlight_v2,422,1.0,1.0,1.0,0.0,211,0,0,211
avg_diff8,linear,0.001,glasses_test_v2,422,0.9265402843601895,0.9265402843601895,0.9263579200981744,0.0,206,5,26,185
avg_diff8,linear,0.001,noglasses_highlight_v1,291,0.6426116838487973,0.6523570617190458,0.6293719996081121,0.0,121,18,86,66
avg_diff8,linear,0.001,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg_diff8,linear,0.003,glasses_highlight_v1,422,0.6042654028436019,0.6042654028436019,0.583139613980918,0.0,80,131,36,175
avg_diff8,linear,0.003,glasses_highlight_v2,422,1.0,1.0,1.0,0.0,211,0,0,211
avg_diff8,linear,0.003,glasses_test_v2,422,0.909952606635071,0.9099526066350712,0.9096094877344878,0.0,205,6,32,179
avg_diff8,linear,0.003,noglasses_highlight_v1,291,0.6219931271477663,0.6326202196137827,0.6046195652173914,0.0,121,18,92,60
avg_diff8,linear,0.003,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg_diff8,linear,0.01,glasses_highlight_v1,422,0.5829383886255924,0.5829383886255924,0.5704337767495662,0.0,87,124,52,159
avg_diff8,linear,0.01,glasses_highlight_v2,422,1.0,1.0,1.0,0.0,211,0,0,211
avg_diff8,linear,0.01,glasses_test_v2,422,0.9004739336492891,0.9004739336492891,0.900094696969697,0.0,203,8,34,177
avg_diff8,linear,0.01,noglasses_highlight_v1,291,0.6116838487972509,0.622751798561151,0.5919463920084382,0.0,121,18,95,57
avg_diff8,linear,0.01,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg_diff8,linear,0.03,glasses_highlight_v1,422,0.5829383886255924,0.5829383886255924,0.5737373737373737,0.0,92,119,57,154
avg_diff8,linear,0.03,glasses_highlight_v2,422,0.9976303317535545,0.9976303317535544,0.9976303184470163,0.0,211,0,1,210
avg_diff8,linear,0.03,glasses_test_v2,422,0.8886255924170616,0.8886255924170616,0.8882333384049272,0.0,200,11,36,175
avg_diff8,linear,0.03,noglasses_highlight_v1,291,0.6116838487972509,0.622751798561151,0.5919463920084382,0.0,121,18,95,57
avg_diff8,linear,0.03,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg_diff8,linear,0.1,glasses_highlight_v1,422,0.5710900473933649,0.5710900473933649,0.5636785312380398,0.0,93,118,63,148
avg_diff8,linear,0.1,glasses_highlight_v2,422,0.9976303317535545,0.9976303317535544,0.9976303184470163,0.0,211,0,1,210
avg_diff8,linear,0.1,glasses_test_v2,422,0.8862559241706162,0.886255924170616,0.8858225108225108,0.0,200,11,37,174
avg_diff8,linear,0.1,noglasses_highlight_v1,291,0.6116838487972509,0.6230594471790988,0.59062558356676,0.0,122,17,96,56
avg_diff8,linear,0.1,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg_diff8,linear,0.3,glasses_highlight_v1,422,0.5710900473933649,0.5710900473933649,0.5642162316360005,0.0,94,117,64,147
avg_diff8,linear,0.3,glasses_highlight_v2,422,0.9976303317535545,0.9976303317535544,0.9976303184470163,0.0,211,0,1,210
avg_diff8,linear,0.3,glasses_test_v2,422,0.8838862559241706,0.8838862559241707,0.8834089819852837,0.0,200,11,38,173
avg_diff8,linear,0.3,noglasses_highlight_v1,291,0.6082474226804123,0.6197699734948883,0.5863178371907422,0.0,122,17,97,55
avg_diff8,linear,0.3,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg_diff8,linear,1.0,glasses_highlight_v1,422,0.5758293838862559,0.5758293838862559,0.5695423488315108,0.0,96,115,64,147
avg_diff8,linear,1.0,glasses_highlight_v2,422,0.9976303317535545,0.9976303317535544,0.9976303184470163,0.0,211,0,1,210
avg_diff8,linear,1.0,glasses_test_v2,422,0.8838862559241706,0.8838862559241707,0.8834089819852837,0.0,200,11,38,173
avg_diff8,linear,1.0,noglasses_highlight_v1,291,0.6082474226804123,0.6197699734948883,0.5863178371907422,0.0,122,17,97,55
avg_diff8,linear,1.0,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg_diff8,poly2_linear,0.0003,glasses_highlight_v1,422,0.5616113744075829,0.5616113744075829,0.5502750655260809,0.0,85,126,59,152
avg_diff8,poly2_linear,0.0003,glasses_highlight_v2,422,1.0,1.0,1.0,0.0,211,0,0,211
avg_diff8,poly2_linear,0.0003,glasses_test_v2,422,0.9241706161137441,0.9241706161137441,0.9240870660190681,0.0,202,9,23,188
avg_diff8,poly2_linear,0.0003,noglasses_highlight_v1,291,0.4536082474226804,0.4658983339644074,0.41583233381730955,0.0,103,36,123,29
avg_diff8,poly2_linear,0.0003,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg_diff8,poly2_linear,0.001,glasses_highlight_v1,422,0.556872037914692,0.556872037914692,0.5497703608615034,0.0,91,120,67,144
avg_diff8,poly2_linear,0.001,glasses_highlight_v2,422,1.0,1.0,1.0,0.0,211,0,0,211
avg_diff8,poly2_linear,0.001,glasses_test_v2,422,0.9146919431279621,0.9146919431279621,0.9146229065977296,0.0,199,12,24,187
avg_diff8,poly2_linear,0.001,noglasses_highlight_v1,291,0.46735395189003437,0.479671525937145,0.43052837573385516,0.0,105,34,121,31
avg_diff8,poly2_linear,0.001,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg_diff8,poly2_linear,0.003,glasses_highlight_v1,422,0.5592417061611374,0.5592417061611374,0.5529661016949152,0.0,93,118,68,143
avg_diff8,poly2_linear,0.003,glasses_highlight_v2,422,1.0,1.0,1.0,0.0,211,0,0,211
avg_diff8,poly2_linear,0.003,glasses_test_v2,422,0.9075829383886256,0.9075829383886256,0.9074660264591614,0.0,199,12,27,184
avg_diff8,poly2_linear,0.003,noglasses_highlight_v1,291,0.4845360824742268,0.49734948882998864,0.4457283624542868,0.0,109,30,120,32
avg_diff8,poly2_linear,0.003,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg_diff8,poly2_linear,0.01,glasses_highlight_v1,422,0.5521327014218009,0.5521327014218009,0.5465074626865671,0.0,93,118,71,140
avg_diff8,poly2_linear,0.01,glasses_highlight_v2,422,0.9976303317535545,0.9976303317535544,0.9976303184470163,0.0,210,1,0,211
avg_diff8,poly2_linear,0.01,glasses_test_v2,422,0.9146919431279621,0.9146919431279621,0.914569134219583,0.0,201,10,26,185
avg_diff8,poly2_linear,0.01,noglasses_highlight_v1,291,0.4742268041237113,0.4868657705414616,0.43573918002661427,0.0,107,32,121,31
avg_diff8,poly2_linear,0.01,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg_abslight14,linear,0.0003,glasses_highlight_v1,422,0.4881516587677725,0.4881516587677725,0.3711920529801324,0.0,12,199,17,194
avg_abslight14,linear,0.0003,glasses_highlight_v2,422,1.0,1.0,1.0,0.0,211,0,0,211
avg_abslight14,linear,0.0003,glasses_test_v2,422,0.8033175355450237,0.8033175355450237,0.7954029031221705,0.0,128,83,0,211
avg_abslight14,linear,0.0003,noglasses_highlight_v1,291,0.8487972508591065,0.8552631578947368,0.8470616340181558,0.0,139,0,44,108
avg_abslight14,linear,0.0003,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg_abslight14,linear,0.001,glasses_highlight_v1,422,0.47393364928909953,0.47393364928909953,0.3631617587078881,0.0,12,199,23,188
avg_abslight14,linear,0.001,glasses_highlight_v2,422,1.0,1.0,1.0,0.0,211,0,0,211
avg_abslight14,linear,0.001,glasses_test_v2,422,0.7606635071090048,0.7606635071090048,0.7461208103262391,0.0,110,101,0,211
avg_abslight14,linear,0.001,noglasses_highlight_v1,291,0.8487972508591065,0.8552631578947368,0.8470616340181558,0.0,139,0,44,108
avg_abslight14,linear,0.001,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg_abslight14,linear,0.003,glasses_highlight_v1,422,0.45260663507109006,0.45260663507109006,0.34804678878834694,0.0,11,200,31,180
avg_abslight14,linear,0.003,glasses_highlight_v2,422,1.0,1.0,1.0,0.0,211,0,0,211
avg_abslight14,linear,0.003,glasses_test_v2,422,0.7227488151658767,0.7227488151658767,0.6996623984914383,0.0,94,117,0,211
avg_abslight14,linear,0.003,noglasses_highlight_v1,291,0.845360824742268,0.8519736842105263,0.8434679704029548,0.0,139,0,45,107
avg_abslight14,linear,0.003,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg_abslight14,linear,0.01,glasses_highlight_v1,422,0.42890995260663506,0.42890995260663506,0.36162947619495966,0.0,22,189,52,159
avg_abslight14,linear,0.01,glasses_highlight_v2,422,1.0,1.0,1.0,0.0,211,0,0,211
avg_abslight14,linear,0.01,glasses_test_v2,422,0.7014218009478673,0.7014218009478673,0.6721986585125271,0.0,85,126,0,211
avg_abslight14,linear,0.01,noglasses_highlight_v1,291,0.8487972508591065,0.8552631578947368,0.8470616340181558,0.0,139,0,44,108
avg_abslight14,linear,0.01,noglasses_test_v2,402,1.0,1.0,1.0,0.0,211,0,0,191
avg_abslight14,linear,0.03,glasses_highlight_v1,422,0.41706161137440756,0.41706161137440756,0.36761695906432745,0.0,29,182,64,147
