video_id,feature,n_frames,open_mean,closed_mean,gap_open_minus_closed,separation_rough,acc_if_open_high,best_acc_allow_flip,direction
WIN_20260414_20_31_10_Pro,largest_blob_area_fixed,729,0.17618256256136,0.1378532920886532,0.03832927047270679,0.43651492926510166,0.607681755829904,0.607681755829904,open_high
WIN_20260414_20_41_42_Pro,largest_blob_area_fixed,669,0.16550768394014823,0.05907525021027695,0.10643243372987127,3.17725204112966,0.8938714499252616,0.8938714499252616,open_high
WIN_20260414_20_42_23_Pro,largest_blob_area_fixed,642,0.17642143387111572,0.04483095146026985,0.13159048241084587,4.184345944619488,0.9190031152647975,0.9190031152647975,open_high
WIN_20260414_21_29_13_Pro,largest_blob_area_fixed,642,0.4764842952147108,0.5036596340977468,-0.027175338883036027,-0.28454666854198546,0.5981308411214953,0.5981308411214953,closed_high
test1,largest_blob_area_fixed,385,0.17964843955141765,0.20663346422027404,-0.026985024668856383,-0.5466731424850335,0.35844155844155845,0.6415584415584416,closed_high
test2,largest_blob_area_fixed,623,0.1613046141898663,0.1773251743054518,-0.016020560115585503,-0.24825612640567182,0.35313001605136435,0.6468699839486356,closed_high
test3,largest_blob_area_fixed,635,0.06940831482263123,0.10087047442675987,-0.03146215960412864,-1.110441460820626,0.31338582677165355,0.6866141732283465,closed_high
test4,largest_blob_area_fixed,613,0.021207436312297302,0.03545624532535527,-0.014248809013057966,-0.8247091333307742,0.30179445350734097,0.6982055464926591,closed_high
11,largest_blob_h_fixed,1110,0.674463258577842,0.6327898433235511,0.0416734152542908,0.247131030758058,0.6684684684684684,0.6684684684684684,open_high
22,largest_blob_h_fixed,924,0.6051109028428616,0.4181173926048642,0.18699351023799743,1.3437245925496846,0.7803030303030303,0.7803030303030303,open_high
33,largest_blob_h_fixed,639,0.47595173142618397,0.3910065567960305,0.08494517463015344,0.823536114972709,0.6494522691705791,0.6494522691705791,open_high
WIN_20260414_20_31_10_Pro,largest_blob_h_fixed,729,0.5361259294687056,0.4195948850204169,0.11653104444828871,0.6122785675691617,0.6131687242798354,0.6131687242798354,open_high
WIN_20260414_20_41_42_Pro,largest_blob_h_fixed,669,0.5231490855098873,0.23845730027548212,0.28469178523440514,3.1126976741889285,0.9043348281016442,0.9043348281016442,open_high
