video_id,source_path,frame_id,timestamp_sec,det_ok,dlib_update_ok,roi_age,frame_w,frame_h,eye_frame_w,eye_frame_h,eye_frame_orientation,dlib_decimate,eye_roi_shrink,fixed_thresh,adapt_offset,fixed_scale,label_name,label,left_pre_x,left_pre_y,left_pre_w,left_pre_h,right_pre_x,right_pre_y,right_pre_w,right_pre_h,left_x,left_y,left_w,left_h,right_x,right_y,right_w,right_h,eye_valid,feature0_q,feature1_q,eye_debug,low_pct,high_pct,left_t_low,left_t_high,right_t_low,right_t_high,left_q_dark,left_q_ref,right_q_dark,right_q_ref,left_contrast,right_contrast,left_center_w,left_center_h,right_center_w,right_center_h,robust_f0,robust_f1,svm_ready,svm_pred,svm_score_q
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,11,0.7333333333333333,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,103,169,69,14,204,171,69,14,457,103,14,69,455,204,14,69,1,2299,2285,791361331,10.0,60.0,51.0,55.0,43.0,47.0,47.0,63.0,39.0,55.0,16.0,16.0,12.0,49.0,12.0,49.0,0.561279296875,0.557861328125,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,12,0.8,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,101,168,69,17,204,169,69,17,455,101,17,69,454,204,17,69,1,2132,2226,791361331,10.0,60.0,51.0,55.0,43.0,47.0,47.0,63.0,39.0,55.0,16.0,16.0,13.0,49.0,13.0,49.0,0.5205078125,0.54345703125,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,13,0.8666666666666667,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,105,167,68,17,203,168,69,17,456,105,17,68,455,203,17,69,1,2191,2520,858733367,10.0,60.0,55.0,59.0,47.0,51.0,51.0,67.0,43.0,59.0,16.0,16.0,13.0,48.0,13.0,49.0,0.534912109375,0.615234375,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,14,0.9333333333333333,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,100,170,69,18,197,170,72,18,452,100,18,69,452,197,18,72,1,1817,1809,824982840,10.0,60.0,56.0,61.0,44.0,49.0,51.0,71.0,39.0,59.0,20.0,20.0,14.0,49.0,14.0,50.0,0.443603515625,0.441650390625,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,15,1.0,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,102,169,68,18,199,171,72,17,453,102,18,68,452,199,17,72,1,1955,2102,892354363,10.0,60.0,59.0,63.0,48.0,53.0,55.0,71.0,43.0,63.0,16.0,20.0,14.0,48.0,13.0,50.0,0.477294921875,0.51318359375,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,16,1.0666666666666667,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,104,171,68,14,203,171,69,17,455,104,14,68,452,203,17,69,1,2234,3033,926105403,10.0,60.0,59.0,63.0,51.0,55.0,55.0,71.0,47.0,63.0,16.0,16.0,12.0,48.0,13.0,49.0,0.54541015625,0.740478515625,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,17,1.1333333333333333,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,104,169,68,18,200,169,69,18,453,104,18,68,453,200,18,69,1,2067,2526,993346880,10.0,60.0,64.0,69.0,53.0,59.0,59.0,79.0,47.0,71.0,20.0,24.0,14.0,48.0,14.0,49.0,0.504638671875,0.61669921875,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,18,1.2,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,104,170,68,17,200,170,72,18,453,104,17,68,452,200,18,72,1,1997,2098,959725884,10.0,60.0,60.0,65.0,52.0,57.0,55.0,75.0,47.0,67.0,20.0,20.0,13.0,48.0,14.0,50.0,0.487548828125,0.51220703125,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,19,1.2666666666666666,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,105,167,69,18,202,169,69,18,455,105,18,69,453,202,18,69,1,2132,2456,1027098433,10.0,60.0,65.0,71.0,56.0,61.0,59.0,83.0,51.0,71.0,24.0,20.0,14.0,49.0,14.0,49.0,0.5205078125,0.599609375,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,20,1.3333333333333333,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,105,169,68,14,204,169,69,17,457,105,14,68,454,204,17,69,1,2233,2276,1027097920,10.0,60.0,64.0,69.0,56.0,61.0,59.0,79.0,51.0,71.0,20.0,20.0,12.0,48.0,13.0,49.0,0.545166015625,0.5556640625,0,-1,0
